cycle,time_ns,in0_spk,in1_spk,n0_spk,n1_spk,n0_v_real,n1_v_real
2626,26365.000000,0,0,0,0,0.979248,0.000000
2627,26375.000000,0,0,1,0,0.000000,0.391113
2628,26385.000000,0,1,0,0,0.000000,0.735840
2629,26395.000000,0,0,0,1,0.000000,0.000000
2630,26405.000000,0,0,0,0,0.000000,0.000000
2631,26415.000000,0,0,0,0,0.000000,0.000000
2632,26425.000000,0,0,0,0,0.057129,0.000000
2633,26435.000000,0,0,0,0,0.107178,0.000000
2634,26445.000000,0,0,0,0,0.152832,0.500000
2635,26455.000000,0,0,0,0,0.192383,0.940186
2636,26465.000000,0,0,0,1,0.226562,0.000000
2637,26475.000000,0,0,0,0,0.255859,0.000000
2638,26485.000000,0,0,0,0,0.281006,0.000000
2639,26495.000000,0,0,0,0,0.302002,0.000000
2640,26505.000000,0,0,0,0,0.319580,0.000000
2641,26515.000000,0,0,0,0,0.333984,0.280029
2642,26525.000000,0,0,0,0,0.345703,0.526611
2643,26535.000000,0,0,0,0,0.354736,0.742676
2644,26545.000000,0,0,0,0,0.361328,0.931152
2645,26555.000000,0,0,0,1,0.365967,0.000000
2646,26565.000000,0,0,0,0,0.368652,0.000000
2647,26575.000000,0,0,0,0,0.369873,0.000000
2648,26585.000000,0,0,0,0,0.369629,0.000000
2649,26595.000000,0,0,0,0,0.368164,0.000000
2650,26605.000000,0,0,0,0,0.365479,0.132568
2651,26615.000000,0,0,0,0,0.361816,0.249023
2652,26625.000000,0,0,0,0,0.357178,0.351074
2653,26635.000000,0,0,0,0,0.351807,0.439941
2654,26645.000000,0,0,0,0,0.345947,0.516846
2655,26655.000000,0,0,0,0,0.339600,0.583008
2656,26665.000000,0,0,0,0,0.332764,0.639404
2657,26675.000000,0,0,0,0,0.325439,0.687012
2658,26685.000000,0,0,0,0,0.317627,0.726562
2659,26695.000000,0,0,0,0,0.309570,0.758789
2660,26705.000000,0,0,0,0,0.301514,0.784668
2661,26715.000000,0,0,0,0,0.293213,0.804932
2662,26725.000000,0,0,0,0,0.284668,0.820068
2663,26735.000000,0,0,0,0,0.276123,0.830811
2664,26745.000000,0,0,0,0,0.267578,0.837402
2665,26755.000000,0,0,0,0,0.259277,0.840332
2666,26765.000000,0,0,0,0,0.250977,0.840088
2667,26775.000000,0,0,0,0,0.242676,0.837158
2668,26785.000000,0,0,0,0,0.234619,0.831543
2669,26795.000000,0,0,0,0,0.226562,0.823730
2670,26805.000000,0,1,0,0,0.218506,0.813965
2671,26815.000000,0,0,0,0,0.210693,0.802734
2672,26825.000000,0,0,0,0,0.202881,0.790039
2673,26835.000000,0,0,0,1,0.195068,0.000000
2674,26845.000000,0,0,0,0,0.187500,0.000000
2675,26855.000000,0,0,0,0,0.179932,0.000000
2676,26865.000000,0,0,0,0,0.172607,0.000000
2677,26875.000000,0,0,0,0,0.165527,0.000000
2678,26885.000000,0,0,0,0,0.158691,0.249512
2679,26895.000000,0,0,0,0,0.152100,0.468994
2680,26905.000000,0,0,0,0,0.145996,0.661133
2681,26915.000000,0,0,0,0,0.140137,0.828369
2682,26925.000000,0,0,0,0,0.134521,0.973389
2683,26935.000000,0,0,0,1,0.128906,0.000000
2684,26945.000000,0,0,0,0,0.123535,0.000000
2685,26955.000000,0,0,0,0,0.118408,0.000000
2686,26965.000000,0,0,0,0,0.113525,0.000000
2687,26975.000000,0,0,0,0,0.108887,0.000000
2688,26985.000000,0,0,0,0,0.104492,0.107422
2689,26995.000000,0,0,0,0,0.100098,0.201660
2690,27005.000000,0,0,0,0,0.095947,0.283936
2691,27015.000000,0,0,0,0,0.092041,0.355713
2692,27025.000000,0,0,0,0,0.088135,0.417725
2693,27035.000000,0,0,0,0,0.084473,0.470947
2694,27045.000000,0,0,0,0,0.081055,0.516357
2695,27055.000000,0,0,0,0,0.077637,0.554688
2696,27065.000000,0,0,0,0,0.074463,0.586670
2697,27075.000000,0,0,0,0,0.071289,0.612793
2698,27085.000000,0,0,0,0,0.068359,0.633789
2699,27095.000000,0,0,0,0,0.065430,0.650391
2700,27105.000000,0,0,0,0,0.062744,0.662842
2701,27115.000000,0,0,0,0,0.060059,0.671631
2702,27125.000000,0,0,0,0,0.057617,0.677002
2703,27135.000000,0,0,0,0,0.055176,0.679443
2704,27145.000000,0,0,0,0,0.052734,0.679443
2705,27155.000000,0,0,0,0,0.050537,0.677246
2706,27165.000000,0,0,0,0,0.048340,0.672852
2707,27175.000000,0,0,0,0,0.046387,0.666748
2708,27185.000000,0,0,0,0,0.044434,0.659180
2709,27195.000000,0,0,0,0,0.042480,0.650146
2710,27205.000000,0,0,0,0,0.040771,0.640137
2711,27215.000000,0,0,0,0,0.039062,0.629150
2712,27225.000000,0,0,0,0,0.037354,0.617188
2713,27235.000000,0,0,0,0,0.035645,0.604492
2714,27245.000000,0,0,0,0,0.034180,0.591064
2715,27255.000000,0,0,0,0,0.032715,0.577393
2716,27265.000000,0,0,0,0,0.031250,0.563232
2717,27275.000000,0,0,0,0,0.029785,0.548828
2718,27285.000000,0,0,0,0,0.028564,0.534180
2719,27295.000000,0,0,0,0,0.027344,0.519531
2720,27305.000000,0,0,0,0,0.026123,0.504639
2721,27315.000000,0,0,0,0,0.024902,0.489746
2722,27325.000000,0,0,0,0,0.023682,0.474854
2723,27335.000000,0,0,0,0,0.022705,0.460205
2724,27345.000000,0,0,0,0,0.021729,0.445557
2725,27355.000000,0,0,0,0,0.020752,0.430908
2726,27365.000000,0,0,0,0,0.019775,0.416504
2727,27375.000000,0,0,0,0,0.018799,0.402344
2728,27385.000000,0,0,0,0,0.017822,0.388672
2729,27395.000000,0,0,0,0,0.017090,0.375244
2730,27405.000000,0,0,0,0,0.016357,0.362061
2731,27415.000000,0,0,0,0,0.015625,0.349121
2732,27425.000000,0,0,0,0,0.014893,0.336426
2733,27435.000000,0,0,0,0,0.014160,0.323975
2734,27445.000000,0,0,0,0,0.013428,0.311768
2735,27455.000000,0,0,0,0,0.012695,0.299805
2736,27465.000000,0,0,0,0,0.011963,0.288086
2737,27475.000000,0,0,0,0,0.011475,0.276611
2738,27485.000000,0,0,0,0,0.010986,0.265381
2739,27495.000000,0,0,0,0,0.010498,0.254639
2740,27505.000000,0,0,0,0,0.010010,0.244385
2741,27515.000000,0,0,0,0,0.009521,0.234375
2742,27525.000000,0,0,0,0,0.009033,0.224854
2743,27535.000000,0,0,0,0,0.008545,0.215820
2744,27545.000000,0,0,0,0,0.008057,0.207031
2745,27555.000000,0,0,0,0,0.007568,0.198730
2746,27565.000000,1,1,0,0,0.007080,0.190674
2747,27575.000000,0,1,0,0,0.006592,0.182861
2748,27585.000000,0,0,0,0,0.006104,0.175537
2749,27595.000000,0,0,0,0,0.403320,0.531006
2750,27605.000000,0,0,0,1,0.752686,0.000000
2751,27615.000000,0,0,1,0,0.000000,0.000000
2752,27625.000000,0,0,0,0,0.000000,0.000000
2753,27635.000000,0,0,0,0,0.000000,0.000000
2754,27645.000000,0,0,0,0,0.000000,0.000000
2755,27655.000000,0,0,0,0,0.000000,0.280029
2756,27665.000000,0,0,0,0,0.221191,0.533447
2757,27675.000000,0,0,0,0,0.415527,0.761475
2758,27685.000000,0,0,0,0,0.585693,0.965820
2759,27695.000000,0,0,0,1,0.733887,0.000000
2760,27705.000000,0,0,0,0,0.862305,0.000000
2761,27715.000000,0,0,0,0,0.972900,0.000000
2762,27725.000000,0,0,1,0,0.000000,0.000000
2763,27735.000000,0,0,0,0,0.000000,0.000000
2764,27745.000000,0,0,0,0,0.000000,0.159912
2765,27755.000000,0,0,0,0,0.000000,0.302734
2766,27765.000000,0,0,0,0,0.000000,0.429932
2767,27775.000000,0,0,0,0,0.087402,0.542725
2768,27785.000000,0,0,0,0,0.164062,0.642090
2769,27795.000000,0,1,0,0,0.231201,0.729248
2770,27805.000000,0,0,0,0,0.289551,0.805176
2771,27815.000000,0,0,0,0,0.339844,0.870605
2772,27825.000000,0,0,0,1,0.383057,0.000000
2773,27835.000000,0,0,0,0,0.419922,0.000000
2774,27845.000000,0,0,0,0,0.450928,0.000000
2775,27855.000000,0,0,0,0,0.481445,0.000000
2776,27865.000000,1,1,0,0,0.506836,0.000000
2777,27875.000000,0,0,0,0,0.527344,0.304688
2778,27885.000000,0,0,0,0,0.543701,0.573242
2779,27895.000000,0,0,0,1,0.956055,0.000000
2780,27905.000000,0,0,1,0,0.000000,0.000000
2781,27915.000000,0,0,0,0,0.000000,0.000000
2782,27925.000000,0,0,0,0,0.000000,0.000000
2783,27935.000000,0,0,0,0,0.000000,0.000000
2784,27945.000000,0,0,0,0,0.000000,0.211182
2785,27955.000000,0,0,0,0,0.263916,0.405273
2786,27965.000000,0,1,0,0,0.495850,0.582520
2787,27975.000000,0,0,0,0,0.698975,0.743652
2788,27985.000000,0,0,0,0,0.875977,0.889160
2789,27995.000000,0,0,1,1,0.000000,0.000000
2790,28005.000000,1,1,0,0,0.000000,0.000000
2791,28015.000000,0,0,0,0,0.000000,0.000000
2792,28025.000000,0,0,0,0,0.000000,0.000000
2793,28035.000000,0,0,0,0,0.000000,0.000000
2794,28045.000000,0,0,0,0,0.493896,0.698242
2795,28055.000000,0,0,0,1,0.928467,0.000000
2796,28065.000000,0,0,1,0,0.000000,0.000000
2797,28075.000000,0,0,0,0,0.000000,0.000000
2798,28085.000000,0,0,0,0,0.000000,0.000000
2799,28095.000000,0,0,0,0,0.000000,0.000000
2800,28105.000000,0,0,0,0,0.000000,0.271240
2801,28115.000000,0,0,0,0,0.276855,0.517334
2802,28125.000000,0,0,0,0,0.520264,0.739746
2803,28135.000000,0,0,0,0,0.733398,0.939453
2804,28145.000000,1,1,0,1,0.919189,0.000000
2805,28155.000000,1,1,1,0,0.000000,0.000000
2806,28165.000000,1,1,0,0,0.000000,0.000000
2807,28175.000000,1,1,0,0,0.000000,0.000000
2808,28185.000000,1,1,0,0,0.000000,0.000000
2809,28195.000000,0,1,0,1,0.000000,0.000000
2810,28205.000000,0,0,1,0,0.000000,0.000000
2811,28215.000000,0,0,0,0,0.000000,0.000000
2812,28225.000000,0,0,0,0,0.000000,0.000000
2813,28235.000000,0,0,0,0,0.000000,0.000000
2814,28245.000000,0,0,0,1,0.000000,0.000000
2815,28255.000000,0,0,1,0,0.000000,0.000000
2816,28265.000000,0,0,0,0,0.000000,0.000000
2817,28275.000000,0,0,0,0,0.000000,0.000000
2818,28285.000000,0,0,0,0,0.000000,0.000000
2819,28295.000000,0,0,0,0,0.000000,0.499512
2820,28305.000000,1,1,0,0,0.863770,0.961914
2821,28315.000000,0,0,1,1,0.000000,0.000000
2822,28325.000000,0,0,0,0,0.000000,0.000000
2823,28335.000000,0,0,0,0,0.000000,0.000000
2824,28345.000000,0,0,0,0,0.000000,0.000000
2825,28355.000000,0,0,0,0,0.000000,0.000000
2826,28365.000000,0,1,0,0,0.808594,0.632324
2827,28375.000000,0,0,1,1,0.000000,0.000000
2828,28385.000000,0,0,0,0,0.000000,0.000000
2829,28395.000000,0,0,0,0,0.000000,0.000000
2830,28405.000000,0,0,0,0,0.000000,0.000000
2831,28415.000000,0,0,0,0,0.000000,0.000000
2832,28425.000000,0,0,0,0,0.476562,0.547363
2833,28435.000000,0,0,0,1,0.896484,0.000000
2834,28445.000000,0,0,1,0,0.000000,0.000000
2835,28455.000000,0,0,0,0,0.000000,0.000000
2836,28465.000000,0,0,0,0,0.000000,0.000000
2837,28475.000000,0,0,0,0,0.000000,0.000000
2838,28485.000000,0,0,0,0,0.000000,0.366455
2839,28495.000000,0,0,0,0,0.269043,0.693359
2840,28505.000000,0,0,0,0,0.506104,0.984131
2841,28515.000000,0,0,0,1,0.714111,0.000000
2842,28525.000000,0,0,0,0,0.895996,0.000000
2843,28535.000000,0,0,1,0,0.000000,0.000000
2844,28545.000000,0,0,0,0,0.000000,0.000000
2845,28555.000000,0,0,0,0,0.000000,0.000000
2846,28565.000000,0,0,0,0,0.000000,0.205566
2847,28575.000000,0,0,0,0,0.000000,0.387939
2848,28585.000000,0,0,0,0,0.128418,0.549072
2849,28595.000000,0,0,0,0,0.241211,0.690674
2850,28605.000000,0,0,0,0,0.340088,0.814697
2851,28615.000000,0,0,0,0,0.426270,0.922607
2852,28625.000000,0,0,0,1,0.500977,0.000000
2853,28635.000000,0,0,0,0,0.565186,0.000000
2854,28645.000000,1,1,0,0,0.620361,0.000000
2855,28655.000000,0,0,0,0,0.667236,0.000000
2856,28665.000000,0,0,0,0,0.706299,0.000000
2857,28675.000000,0,0,1,0,0.000000,0.447021
2858,28685.000000,0,0,0,0,0.000000,0.840576
2859,28695.000000,0,0,0,1,0.000000,0.000000
2860,28705.000000,0,0,0,0,0.000000,0.000000
2861,28715.000000,0,0,0,0,0.000000,0.000000
2862,28725.000000,1,1,0,0,0.295654,0.000000
2863,28735.000000,1,1,0,0,0.555908,0.000000
2864,28745.000000,1,1,0,0,0.784180,0.080322
2865,28755.000000,0,1,1,0,0.000000,0.511719
2866,28765.000000,0,0,0,1,0.000000,0.000000
2867,28775.000000,0,0,0,0,0.000000,0.000000
2868,28785.000000,0,0,0,0,0.000000,0.000000
2869,28795.000000,0,1,0,0,0.000000,0.000000
2870,28805.000000,0,0,0,0,0.971924,0.000000
2871,28815.000000,0,0,1,0,0.000000,0.616455
2872,28825.000000,0,0,0,1,0.000000,0.000000
2873,28835.000000,0,0,0,0,0.000000,0.000000
2874,28845.000000,0,0,0,0,0.000000,0.000000
2875,28855.000000,0,0,0,0,0.000000,0.000000
2876,28865.000000,0,0,0,0,0.572266,0.000000
2877,28875.000000,0,0,1,0,0.000000,0.545654
2878,28885.000000,0,0,0,1,0.000000,0.000000
2879,28895.000000,0,0,0,0,0.000000,0.000000
2880,28905.000000,0,0,0,0,0.000000,0.000000
2881,28915.000000,0,0,0,0,0.000000,0.000000
2882,28925.000000,0,0,0,0,0.351562,0.000000
2883,28935.000000,0,0,0,0,0.661377,0.379883
2884,28945.000000,0,0,0,0,0.933350,0.720459
2885,28955.000000,0,0,1,1,0.000000,0.000000
2886,28965.000000,0,0,0,0,0.000000,0.000000
2887,28975.000000,0,0,0,0,0.000000,0.000000
2888,28985.000000,0,0,0,0,0.000000,0.000000
2889,28995.000000,0,0,0,0,0.000000,0.000000
2890,29005.000000,0,0,0,0,0.182617,0.235596
2891,29015.000000,0,0,0,0,0.343506,0.445557
2892,29025.000000,0,0,0,0,0.484619,0.631836
2893,29035.000000,0,0,0,0,0.607666,0.796387
2894,29045.000000,0,0,0,0,0.714600,0.940918
2895,29055.000000,0,0,0,1,0.806885,0.000000
2896,29065.000000,0,0,0,0,0.885986,0.000000
2897,29075.000000,0,0,0,0,0.952881,0.000000
2898,29085.000000,0,0,1,0,0.000000,0.000000
2899,29095.000000,0,0,0,0,0.000000,0.000000
2900,29105.000000,0,0,0,0,0.000000,0.112549
2901,29115.000000,0,0,0,0,0.000000,0.212158
2902,29125.000000,0,0,0,0,0.000000,0.300049
2903,29135.000000,0,0,0,0,0.062256,0.376953
2904,29145.000000,0,0,0,0,0.116699,0.444092
2905,29155.000000,0,0,0,0,0.164307,0.502441
2906,29165.000000,0,0,0,0,0.205811,0.552734
2907,29175.000000,0,0,0,0,0.241699,0.595703
2908,29185.000000,0,0,0,0,0.272461,0.632080
2909,29195.000000,0,0,0,0,0.298584,0.662354
2910,29205.000000,0,0,0,0,0.320557,0.687256
2911,29215.000000,0,0,0,0,0.338623,0.707275
2912,29225.000000,0,0,0,0,0.353271,0.722900
2913,29235.000000,0,0,0,0,0.364990,0.734375
2914,29245.000000,0,0,0,0,0.374023,0.742188
2915,29255.000000,0,0,0,0,0.380615,0.746826
2916,29265.000000,0,0,0,0,0.385010,0.748535
2917,29275.000000,0,0,0,0,0.387451,0.747803
2918,29285.000000,0,0,0,0,0.388428,0.744629
2919,29295.000000,0,0,0,0,0.387939,0.739258
2920,29305.000000,0,0,0,0,0.386230,0.732178
2921,29315.000000,0,0,0,0,0.383301,0.723633
2922,29325.000000,0,0,0,0,0.379395,0.714111
2923,29335.000000,0,0,0,0,0.374512,0.703125
2924,29345.000000,0,0,0,0,0.368896,0.691162
2925,29355.000000,0,0,0,0,0.362549,0.678223
2926,29365.000000,0,0,0,0,0.355713,0.664551
2927,29375.000000,0,0,0,0,0.348389,0.650391
2928,29385.000000,0,0,0,0,0.340576,0.635498
2929,29395.000000,0,0,0,0,0.332520,0.620117
2930,29405.000000,0,0,0,0,0.324219,0.604492
2931,29415.000000,0,0,0,0,0.315674,0.588379
2932,29425.000000,0,0,0,0,0.307129,0.572266
2933,29435.000000,0,0,0,0,0.298340,0.556152
2934,29445.000000,0,0,0,0,0.289551,0.539795
2935,29455.000000,0,0,0,0,0.280518,0.523438
2936,29465.000000,0,0,0,0,0.271484,0.507324
2937,29475.000000,0,0,0,0,0.262695,0.491211
2938,29485.000000,0,0,0,0,0.253906,0.475342
2939,29495.000000,0,0,0,0,0.245361,0.459717
2940,29505.000000,0,0,0,0,0.236816,0.444092
2941,29515.000000,0,0,0,0,0.228516,0.428955
2942,29525.000000,0,0,0,0,0.220215,0.414062
2943,29535.000000,1,1,0,0,0.211914,0.399658
2944,29545.000000,1,1,0,0,0.203857,0.385498
2945,29555.000000,0,0,0,0,0.195801,0.371582
2946,29565.000000,0,0,0,0,0.585449,0.706543
2947,29575.000000,0,0,1,1,0.000000,0.000000
2948,29585.000000,0,0,0,0,0.000000,0.000000
2949,29595.000000,0,0,0,0,0.000000,0.000000
2950,29605.000000,0,0,0,0,0.000000,0.000000
2951,29615.000000,0,0,0,0,0.000000,0.000000
2952,29625.000000,0,0,0,0,0.476807,0.005371
2953,29635.000000,0,0,0,0,0.897217,0.027588
2954,29645.000000,0,0,1,0,0.000000,0.062256
2955,29655.000000,0,0,0,0,0.000000,0.105957
2956,29665.000000,0,0,0,0,0.000000,0.156006
2957,29675.000000,0,0,0,0,0.000000,0.210205
2958,29685.000000,0,0,0,0,0.000000,0.266357
2959,29695.000000,0,0,0,0,0.269775,0.323242
2960,29705.000000,0,0,0,0,0.507324,0.379395
2961,29715.000000,0,0,0,0,0.715820,0.434082
2962,29725.000000,0,0,0,0,0.897949,0.486572
2963,29735.000000,1,1,1,0,0.000000,0.536377
2964,29745.000000,1,1,0,0,0.000000,0.583008
2965,29755.000000,1,1,0,0,0.000000,0.625977
2966,29765.000000,0,1,0,1,0.000000,0.000000
2967,29775.000000,0,0,0,0,0.000000,0.000000
2968,29785.000000,0,0,1,0,0.000000,0.000000
2969,29795.000000,0,0,0,0,0.000000,0.000000
2970,29805.000000,0,0,0,0,0.000000,0.000000
2971,29815.000000,0,0,0,0,0.000000,0.867432
2972,29825.000000,0,0,0,1,0.000000,0.000000
2973,29835.000000,0,0,0,0,0.778076,0.000000
2974,29845.000000,0,0,1,0,0.000000,0.000000
2975,29855.000000,0,0,0,0,0.000000,0.000000
2976,29865.000000,0,0,0,0,0.000000,0.000000
2977,29875.000000,0,0,0,0,0.000000,0.299805
2978,29885.000000,0,0,0,0,0.000000,0.579102
2979,29895.000000,0,0,0,0,0.477539,0.837646
2980,29905.000000,0,0,0,1,0.898438,0.000000
2981,29915.000000,0,0,1,0,0.000000,0.000000
2982,29925.000000,0,0,0,0,0.000000,0.000000
2983,29935.000000,0,0,0,0,0.000000,0.000000
2984,29945.000000,0,0,0,0,0.000000,0.000000
2985,29955.000000,0,0,0,0,0.000000,0.213623
2986,29965.000000,0,0,0,0,0.269287,0.406982
2987,29975.000000,0,0,0,0,0.506348,0.581543
2988,29985.000000,0,0,0,0,0.714355,0.738037
2989,29995.000000,0,0,0,0,0.895996,0.877441
2990,30005.000000,0,0,1,1,0.000000,0.000000
2991,30015.000000,0,0,0,0,0.000000,0.000000
2992,30025.000000,0,0,0,0,0.000000,0.000000
2993,30035.000000,0,0,0,0,0.000000,0.000000
2994,30045.000000,0,0,0,0,0.000000,0.000000
2995,30055.000000,0,0,0,0,0.128174,0.114258
2996,30065.000000,0,0,0,0,0.240723,0.216309
2997,30075.000000,0,0,0,0,0.339355,0.307129
2998,30085.000000,0,0,0,0,0.425537,0.387451
2999,30095.000000,0,0,0,0,0.500488,0.458252
3000,30105.000000,0,0,0,0,0.564941,0.520264
3001,30115.000000,0,0,0,0,0.620361,0.574219
3002,30125.000000,0,0,0,0,0.667236,0.620605
3003,30135.000000,1,1,0,0,0.706299,0.660400
3004,30145.000000,1,1,0,0,0.738525,0.693848
3005,30155.000000,1,1,0,0,0.764404,0.721680
3006,30165.000000,1,1,1,1,0.000000,0.000000
3007,30175.000000,1,1,0,0,0.000000,0.000000
3008,30185.000000,0,1,0,0,0.000000,0.000000
3009,30195.000000,0,0,0,0,0.000000,0.000000
3010,30205.000000,0,0,0,0,0.000000,0.000000
3011,30215.000000,0,0,1,1,0.000000,0.000000
3012,30225.000000,1,1,0,0,0.000000,0.000000
3013,30235.000000,1,1,0,0,0.000000,0.000000
3014,30245.000000,1,1,0,0,0.000000,0.000000
3015,30255.000000,0,1,0,0,0.000000,0.000000
3016,30265.000000,0,0,1,1,0.000000,0.000000
3017,30275.000000,0,0,0,0,0.000000,0.000000
3018,30285.000000,0,0,0,0,0.000000,0.000000
3019,30295.000000,0,0,0,0,0.000000,0.000000
3020,30305.000000,0,0,0,0,0.000000,0.000000
3021,30315.000000,0,0,1,0,0.000000,0.900879
3022,30325.000000,0,0,0,1,0.000000,0.000000
3023,30335.000000,0,0,0,0,0.000000,0.000000
3024,30345.000000,0,0,0,0,0.000000,0.000000
3025,30355.000000,0,0,0,0,0.000000,0.000000
3026,30365.000000,0,0,0,0,0.886963,0.000000
3027,30375.000000,0,0,1,0,0.000000,0.542480
3028,30385.000000,0,0,0,1,0.000000,0.000000
3029,30395.000000,0,0,0,0,0.000000,0.000000
3030,30405.000000,0,0,0,0,0.000000,0.000000
3031,30415.000000,0,0,0,0,0.000000,0.000000
3032,30425.000000,0,0,0,0,0.548828,0.000000
3033,30435.000000,0,0,1,0,0.000000,0.402344
3034,30445.000000,0,0,0,0,0.000000,0.766113
3035,30455.000000,0,0,0,1,0.000000,0.000000
3036,30465.000000,0,0,0,0,0.000000,0.000000
3037,30475.000000,0,0,0,0,0.000000,0.000000
3038,30485.000000,0,0,0,0,0.337402,0.000000
3039,30495.000000,0,0,0,0,0.634766,0.000000
3040,30505.000000,0,0,0,0,0.895752,0.260254
3041,30515.000000,0,0,1,0,0.000000,0.493164
3042,30525.000000,0,0,0,0,0.000000,0.700928
3043,30535.000000,0,0,0,0,0.000000,0.885010
3044,30545.000000,0,0,0,1,0.000000,0.000000
3045,30555.000000,0,0,0,0,0.000000,0.000000
3046,30565.000000,0,0,0,0,0.175293,0.000000
3047,30575.000000,0,0,0,0,0.329590,0.000000
3048,30585.000000,0,0,0,0,0.464844,0.000000
3049,30595.000000,0,0,0,0,0.583008,0.137939
3050,30605.000000,0,0,0,0,0.685791,0.260254
3051,30615.000000,0,0,0,0,0.774414,0.368652
3052,30625.000000,0,0,0,0,0.850342,0.464111
3053,30635.000000,0,0,0,0,0.914795,0.547607
3054,30645.000000,0,0,0,0,0.968750,0.620361
3055,30655.000000,0,0,1,0,0.000000,0.683105
3056,30665.000000,0,0,0,0,0.000000,0.736572
3057,30675.000000,0,0,0,0,0.000000,0.781982
3058,30685.000000,0,0,0,0,0.000000,0.819824
3059,30695.000000,0,0,0,0,0.000000,0.851074
3060,30705.000000,0,0,0,0,0.055176,0.876221
3061,30715.000000,0,0,0,0,0.103271,0.895996
3062,30725.000000,0,0,0,0,0.145508,0.910889
3063,30735.000000,0,0,0,0,0.182129,0.921143
3064,30745.000000,0,0,0,0,0.213867,0.927490
3065,30755.000000,0,0,0,0,0.240967,0.930176
3066,30765.000000,0,0,0,0,0.264160,0.929688
3067,30775.000000,0,0,0,0,0.283691,0.926514
3068,30785.000000,0,0,0,0,0.300049,0.921143
3069,30795.000000,0,0,0,0,0.313232,0.913330
3070,30805.000000,0,0,0,0,0.323730,0.903564
3071,30815.000000,0,0,0,0,0.331787,0.891846
3072,30825.000000,0,0,0,0,0.337891,0.878662
3073,30835.000000,0,0,0,0,0.342041,0.864258
3074,30845.000000,1,1,0,0,0.344482,0.848877
3075,30855.000000,0,1,0,0,0.345459,0.832520
3076,30865.000000,0,0,0,0,0.345215,0.815430
3077,30875.000000,0,0,0,1,0.749512,0.000000
3078,30885.000000,0,0,1,0,0.000000,0.000000
3079,30895.000000,0,0,0,0,0.000000,0.000000
3080,30905.000000,0,0,0,0,0.000000,0.000000
3081,30915.000000,0,0,0,0,0.000000,0.000000
3082,30925.000000,0,0,0,0,0.000000,0.280518
3083,30935.000000,0,0,0,0,0.214355,0.536377
3084,30945.000000,1,1,0,0,0.404297,0.769043
3085,30955.000000,0,1,0,0,0.572021,0.979004
3086,30965.000000,0,0,0,1,0.719482,0.000000
3087,30975.000000,0,0,1,0,0.000000,0.000000
3088,30985.000000,0,0,0,0,0.000000,0.000000
3089,30995.000000,0,0,0,0,0.000000,0.000000
3090,31005.000000,0,0,0,0,0.000000,0.000000
3091,31015.000000,0,0,0,0,0.000000,0.720703
3092,31025.000000,0,0,0,1,0.322998,0.000000
3093,31035.000000,0,0,0,0,0.609619,0.000000
3094,31045.000000,0,0,0,0,0.862793,0.000000
3095,31055.000000,0,0,1,0,0.000000,0.000000
3096,31065.000000,0,0,0,0,0.000000,0.000000
3097,31075.000000,0,0,0,0,0.000000,0.322021
3098,31085.000000,0,0,0,0,0.000000,0.611816
3099,31095.000000,0,0,0,0,0.000000,0.871094
3100,31105.000000,0,0,0,1,0.174805,0.000000
3101,31115.000000,0,0,0,0,0.329346,0.000000
3102,31125.000000,0,0,0,0,0.465332,0.000000
3103,31135.000000,0,0,0,0,0.584717,0.000000
3104,31145.000000,0,0,0,0,0.688965,0.000000
3105,31155.000000,0,0,0,0,0.779541,0.189697
3106,31165.000000,0,0,0,0,0.857422,0.358643
3107,31175.000000,0,0,0,0,0.923828,0.508789
3108,31185.000000,0,0,0,0,0.979736,0.641357
3109,31195.000000,0,0,1,0,0.000000,0.757812
3110,31205.000000,0,0,0,0,0.000000,0.859619
3111,31215.000000,0,0,0,0,0.000000,0.947998
3112,31225.000000,0,0,0,1,0.000000,0.000000
3113,31235.000000,0,0,0,0,0.000000,0.000000
3114,31245.000000,0,0,0,0,0.057373,0.000000
3115,31255.000000,0,0,0,0,0.107910,0.000000
3116,31265.000000,0,0,0,0,0.152344,0.000000
3117,31275.000000,0,0,0,0,0.191162,0.078369
3118,31285.000000,1,1,0,0,0.224609,0.147705
3119,31295.000000,1,1,0,0,0.253662,0.208740
3120,31305.000000,0,1,0,0,0.278564,0.262451
3121,31315.000000,0,0,0,0,0.706787,0.687256
3122,31325.000000,0,0,1,1,0.000000,0.000000
3123,31335.000000,0,0,0,0,0.000000,0.000000
3124,31345.000000,1,1,0,0,0.000000,0.000000
3125,31355.000000,0,0,0,0,0.000000,0.000000
3126,31365.000000,0,0,0,0,0.000000,0.000000
3127,31375.000000,0,0,0,0,0.864258,0.711670
3128,31385.000000,0,0,1,1,0.000000,0.000000
3129,31395.000000,0,0,0,0,0.000000,0.000000
3130,31405.000000,0,0,0,0,0.000000,0.000000
3131,31415.000000,0,0,0,0,0.000000,0.000000
3132,31425.000000,0,0,0,0,0.000000,0.000000
3133,31435.000000,0,0,0,0,0.514160,0.290527
3134,31445.000000,0,0,0,0,0.968506,0.562500
3135,31455.000000,0,0,1,0,0.000000,0.815186
3136,31465.000000,0,0,0,1,0.000000,0.000000
3137,31475.000000,0,0,0,0,0.000000,0.000000
3138,31485.000000,0,0,0,0,0.000000,0.000000
3139,31495.000000,0,0,0,0,0.000000,0.000000
3140,31505.000000,0,0,0,0,0.294189,0.000000
3141,31515.000000,0,0,0,0,0.553711,0.211670
