cycle,time_ns,in0_spk,in1_spk,n0_spk,n1_spk,n0_v_real,n1_v_real
1249,12595.000000,0,0,0,1,0.750488,0.000000
1250,12605.000000,0,0,1,0,0.000000,0.000000
1251,12615.000000,0,0,0,0,0.000000,0.000000
1252,12625.000000,0,0,0,0,0.000000,0.000000
1253,12635.000000,0,0,0,0,0.000000,0.000000
1254,12645.000000,0,0,0,0,0.000000,0.418701
1255,12655.000000,0,0,0,0,0.454102,0.790283
1256,12665.000000,0,0,0,1,0.853516,0.000000
1257,12675.000000,1,1,1,0,0.000000,0.000000
1258,12685.000000,0,0,0,0,0.000000,0.000000
1259,12695.000000,0,0,0,0,0.000000,0.000000
1260,12705.000000,0,0,0,0,0.000000,0.000000
1261,12715.000000,0,0,0,0,0.000000,0.594482
1262,12725.000000,0,0,0,1,0.552490,0.000000
1263,12735.000000,0,0,1,0,0.000000,0.000000
1264,12745.000000,0,0,0,0,0.000000,0.000000
1265,12755.000000,0,0,0,0,0.000000,0.000000
1266,12765.000000,0,1,0,0,0.000000,0.000000
1267,12775.000000,0,0,0,0,0.000000,0.282471
1268,12785.000000,0,0,0,0,0.390625,0.534668
1269,12795.000000,0,0,0,1,0.733887,0.000000
1270,12805.000000,1,1,1,0,0.000000,0.000000
1271,12815.000000,1,1,0,0,0.000000,0.000000
1272,12825.000000,0,1,0,0,0.000000,0.000000
1273,12835.000000,0,0,0,0,0.000000,0.000000
1274,12845.000000,0,0,0,1,0.000000,0.000000
1275,12855.000000,0,0,0,0,0.906738,0.000000
1276,12865.000000,0,0,1,0,0.000000,0.000000
1277,12875.000000,0,0,0,0,0.000000,0.000000
1278,12885.000000,0,0,0,0,0.000000,0.000000
1279,12895.000000,0,0,0,0,0.000000,0.813232
1280,12905.000000,0,0,0,1,0.000000,0.000000
1281,12915.000000,0,0,0,0,0.734375,0.000000
1282,12925.000000,0,0,1,0,0.000000,0.000000
1283,12935.000000,0,0,0,0,0.000000,0.000000
1284,12945.000000,0,0,0,0,0.000000,0.000000
1285,12955.000000,0,0,0,0,0.000000,0.524902
1286,12965.000000,0,0,0,0,0.000000,0.990723
1287,12975.000000,0,0,0,1,0.444580,0.000000
1288,12985.000000,0,0,0,0,0.835693,0.000000
1289,12995.000000,0,0,1,0,0.000000,0.000000
1290,13005.000000,0,0,0,0,0.000000,0.000000
1291,13015.000000,0,0,0,0,0.000000,0.000000
1292,13025.000000,1,1,0,0,0.000000,0.308350
1293,13035.000000,1,1,0,0,0.000000,0.581299
1294,13045.000000,0,1,0,0,0.247070,0.822021
1295,13055.000000,0,0,0,1,0.810791,0.000000
1296,13065.000000,0,0,1,0,0.000000,0.000000
1297,13075.000000,0,0,0,0,0.000000,0.000000
1298,13085.000000,0,0,0,0,0.000000,0.000000
1299,13095.000000,0,0,0,0,0.000000,0.000000
1300,13105.000000,0,0,0,0,0.000000,0.834961
1301,13115.000000,0,0,0,1,0.774902,0.000000
1302,13125.000000,0,0,1,0,0.000000,0.000000
1303,13135.000000,0,0,0,0,0.000000,0.000000
1304,13145.000000,0,0,0,0,0.000000,0.000000
1305,13155.000000,0,0,0,0,0.000000,0.000000
1306,13165.000000,0,0,0,0,0.000000,0.462891
1307,13175.000000,0,0,0,0,0.468994,0.875000
1308,13185.000000,0,0,0,1,0.881592,0.000000
1309,13195.000000,0,0,1,0,0.000000,0.000000
1310,13205.000000,0,0,0,0,0.000000,0.000000
1311,13215.000000,0,0,0,0,0.000000,0.000000
1312,13225.000000,0,0,0,0,0.000000,0.000000
1313,13235.000000,0,0,0,0,0.000000,0.275879
1314,13245.000000,0,0,0,0,0.260742,0.520508
1315,13255.000000,0,0,0,0,0.489990,0.736572
1316,13265.000000,0,0,0,0,0.690674,0.926514
1317,13275.000000,0,0,0,1,0.865479,0.000000
1318,13285.000000,0,0,1,0,0.000000,0.000000
1319,13295.000000,0,0,0,0,0.000000,0.000000
1320,13305.000000,0,0,0,0,0.000000,0.000000
1321,13315.000000,0,0,0,0,0.000000,0.000000
1322,13325.000000,0,0,0,0,0.000000,0.137695
1323,13335.000000,0,0,0,0,0.122070,0.259277
1324,13345.000000,0,0,0,0,0.229004,0.366455
1325,13355.000000,0,0,0,0,0.322754,0.460205
1326,13365.000000,0,0,0,0,0.404541,0.541992
1327,13375.000000,0,0,0,0,0.475098,0.613037
1328,13385.000000,0,1,0,0,0.535889,0.674072
1329,13395.000000,0,0,0,0,0.587646,0.726074
1330,13405.000000,0,0,0,0,0.631104,0.769775
1331,13415.000000,0,0,0,1,0.667236,0.000000
1332,13425.000000,1,1,0,0,0.696777,0.000000
1333,13435.000000,0,1,0,0,0.720459,0.000000
1334,13445.000000,0,0,0,0,0.810059,0.000000
1335,13455.000000,0,0,1,0,0.000000,0.000000
1336,13465.000000,0,0,0,0,0.000000,0.974609
1337,13475.000000,0,1,0,1,0.000000,0.000000
1338,13485.000000,0,0,0,0,0.000000,0.000000
1339,13495.000000,0,0,0,0,0.000000,0.000000
1340,13505.000000,0,0,0,0,0.421875,0.000000
1341,13515.000000,0,0,0,0,0.792725,0.000000
1342,13525.000000,0,0,1,0,0.000000,0.790527
1343,13535.000000,0,0,0,1,0.000000,0.000000
1344,13545.000000,0,0,0,0,0.000000,0.000000
1345,13555.000000,0,0,0,0,0.000000,0.000000
1346,13565.000000,0,0,0,0,0.000000,0.000000
1347,13575.000000,0,0,0,0,0.286133,0.000000
1348,13585.000000,0,0,0,0,0.537842,0.492432
1349,13595.000000,0,0,0,0,0.758057,0.927490
1350,13605.000000,0,0,0,1,0.949951,0.000000
1351,13615.000000,0,0,1,0,0.000000,0.000000
1352,13625.000000,0,0,0,0,0.000000,0.000000
1353,13635.000000,0,0,0,0,0.000000,0.000000
1354,13645.000000,0,0,0,0,0.000000,0.000000
1355,13655.000000,0,0,0,0,0.000000,0.281250
1356,13665.000000,0,0,0,0,0.134277,0.529297
1357,13675.000000,1,1,0,0,0.251953,0.747314
1358,13685.000000,1,1,0,0,0.354980,0.937988
1359,13695.000000,0,1,0,1,0.444580,0.000000
1360,13705.000000,0,0,0,0,0.864258,0.000000
1361,13715.000000,0,0,1,0,0.000000,0.000000
1362,13725.000000,0,0,0,0,0.000000,0.000000
1363,13735.000000,0,0,0,0,0.000000,0.000000
1364,13745.000000,0,0,0,0,0.000000,0.967041
1365,13755.000000,0,0,0,1,0.000000,0.000000
1366,13765.000000,0,0,0,0,0.649414,0.000000
1367,13775.000000,0,0,1,0,0.000000,0.000000
1368,13785.000000,0,0,0,0,0.000000,0.000000
1369,13795.000000,0,0,0,0,0.000000,0.000000
1370,13805.000000,0,0,0,0,0.000000,0.445801
1371,13815.000000,0,0,0,0,0.000000,0.843750
1372,13825.000000,0,0,0,1,0.392822,0.000000
1373,13835.000000,0,0,0,0,0.738281,0.000000
1374,13845.000000,0,0,1,0,0.000000,0.000000
1375,13855.000000,0,0,0,0,0.000000,0.000000
1376,13865.000000,0,0,0,0,0.000000,0.000000
1377,13875.000000,0,0,0,0,0.000000,0.270020
1378,13885.000000,0,0,0,0,0.000000,0.509766
1379,13895.000000,0,0,0,0,0.218506,0.721924
1380,13905.000000,0,0,0,0,0.410645,0.908691
1381,13915.000000,0,0,0,1,0.578857,0.000000
1382,13925.000000,1,1,0,0,0.725586,0.000000
1383,13935.000000,0,0,0,0,0.852783,0.000000
1384,13945.000000,0,0,0,0,0.962158,0.000000
1385,13955.000000,0,0,1,0,0.000000,0.000000
1386,13965.000000,0,0,0,0,0.000000,0.459717
1387,13975.000000,0,0,0,0,0.000000,0.864746
1388,13985.000000,0,0,0,1,0.000000,0.000000
1389,13995.000000,0,0,0,0,0.000000,0.000000
1390,14005.000000,0,0,0,0,0.359619,0.000000
1391,14015.000000,0,0,0,0,0.676025,0.000000
1392,14025.000000,0,0,0,0,0.953125,0.000000
1393,14035.000000,0,0,1,0,0.000000,0.170410
1394,14045.000000,0,0,0,0,0.000000,0.323975
1395,14055.000000,0,0,0,0,0.000000,0.461670
1396,14065.000000,0,0,0,0,0.000000,0.584961
1397,14075.000000,0,0,0,0,0.000000,0.694580
1398,14085.000000,0,0,0,0,0.183838,0.791260
1399,14095.000000,0,0,0,0,0.345215,0.875977
1400,14105.000000,0,0,0,0,0.486572,0.949707
1401,14115.000000,0,0,0,1,0.609863,0.000000
1402,14125.000000,0,0,0,0,0.716553,0.000000
1403,14135.000000,0,0,0,0,0.808350,0.000000
1404,14145.000000,0,0,0,0,0.886719,0.000000
1405,14155.000000,0,0,0,0,0.952881,0.000000
1406,14165.000000,0,0,1,0,0.000000,0.071289
1407,14175.000000,0,0,0,0,0.000000,0.134521
1408,14185.000000,0,0,0,0,0.000000,0.190430
1409,14195.000000,0,0,0,0,0.000000,0.239746
1410,14205.000000,0,0,0,0,0.000000,0.282959
1411,14215.000000,0,0,0,0,0.061279,0.320557
1412,14225.000000,0,0,0,0,0.114746,0.353271
1413,14235.000000,0,0,0,0,0.161621,0.381348
1414,14245.000000,0,0,0,0,0.202393,0.405029
1415,14255.000000,0,0,0,0,0.237549,0.424805
1416,14265.000000,0,0,0,0,0.267822,0.441162
1417,14275.000000,0,0,0,0,0.293457,0.454346
1418,14285.000000,0,0,0,0,0.314941,0.464600
1419,14295.000000,1,1,0,0,0.333008,0.472168
1420,14305.000000,1,1,0,0,0.347656,0.477539
1421,14315.000000,1,1,0,0,0.359131,0.480713
1422,14325.000000,1,1,0,0,0.706787,0.832520
1423,14335.000000,1,1,1,1,0.000000,0.000000
1424,14345.000000,0,0,0,0,0.000000,0.000000
1425,14355.000000,0,0,0,0,0.000000,0.000000
1426,14365.000000,0,0,0,0,0.000000,0.000000
1427,14375.000000,0,0,0,0,0.000000,0.000000
1428,14385.000000,0,0,1,1,0.000000,0.000000
1429,14395.000000,0,0,0,0,0.000000,0.000000
1430,14405.000000,0,0,0,0,0.000000,0.000000
1431,14415.000000,0,1,0,0,0.000000,0.000000
1432,14425.000000,0,0,0,0,0.000000,0.000000
1433,14435.000000,0,0,0,0,0.985352,0.434814
1434,14445.000000,0,0,1,1,0.000000,0.000000
1435,14455.000000,0,1,0,0,0.000000,0.000000
1436,14465.000000,0,0,0,0,0.000000,0.000000
1437,14475.000000,0,0,0,0,0.000000,0.000000
1438,14485.000000,0,0,0,0,0.000000,0.000000
1439,14495.000000,0,0,0,0,0.639404,0.868408
1440,14505.000000,0,0,1,1,0.000000,0.000000
1441,14515.000000,0,0,0,0,0.000000,0.000000
1442,14525.000000,0,0,0,0,0.000000,0.000000
1443,14535.000000,0,0,0,0,0.000000,0.000000
1444,14545.000000,0,0,0,0,0.000000,0.000000
1445,14555.000000,0,0,0,0,0.423096,0.552490
1446,14565.000000,0,0,0,1,0.795166,0.000000
1447,14575.000000,0,0,1,0,0.000000,0.000000
1448,14585.000000,0,0,0,0,0.000000,0.000000
1449,14595.000000,0,0,0,0,0.000000,0.000000
1450,14605.000000,0,0,0,0,0.000000,0.000000
1451,14615.000000,0,0,0,0,0.000000,0.346924
1452,14625.000000,0,0,0,0,0.235352,0.653809
1453,14635.000000,0,0,0,0,0.442139,0.923828
1454,14645.000000,0,0,0,1,0.623291,0.000000
1455,14655.000000,0,0,0,0,0.781006,0.000000
1456,14665.000000,0,0,0,0,0.917725,0.000000
1457,14675.000000,0,0,1,0,0.000000,0.000000
1458,14685.000000,0,0,0,0,0.000000,0.000000
1459,14695.000000,0,0,0,0,0.000000,0.183594
1460,14705.000000,0,0,0,0,0.000000,0.345459
1461,14715.000000,0,0,0,0,0.000000,0.487793
1462,14725.000000,0,0,0,0,0.101318,0.612549
1463,14735.000000,0,0,0,0,0.190186,0.720947
1464,14745.000000,0,0,0,0,0.267822,0.814453
1465,14755.000000,0,0,0,0,0.335449,0.894775
1466,14765.000000,0,0,0,0,0.393799,0.963135
1467,14775.000000,1,1,0,1,0.444092,0.000000
1468,14785.000000,1,1,0,0,0.487061,0.000000
1469,14795.000000,0,1,0,0,0.523438,0.000000
1470,14805.000000,0,0,0,0,0.902588,0.000000
1471,14815.000000,0,0,1,0,0.000000,0.000000
1472,14825.000000,0,0,0,1,0.000000,0.000000
1473,14835.000000,0,0,0,0,0.000000,0.000000
1474,14845.000000,0,0,0,0,0.000000,0.000000
1475,14855.000000,0,0,0,0,0.000000,0.000000
1476,14865.000000,0,0,0,0,0.614258,0.000000
1477,14875.000000,0,0,1,0,0.000000,0.486816
1478,14885.000000,0,0,0,0,0.000000,0.923584
1479,14895.000000,0,0,0,1,0.000000,0.000000
1480,14905.000000,0,0,0,0,0.000000,0.000000
1481,14915.000000,0,0,0,0,0.000000,0.000000
1482,14925.000000,0,0,0,0,0.371582,0.000000
1483,14935.000000,0,0,0,0,0.698486,0.000000
1484,14945.000000,0,0,0,0,0.984619,0.303223
1485,14955.000000,0,0,1,0,0.000000,0.573486
1486,14965.000000,0,0,0,0,0.000000,0.812988
1487,14975.000000,0,0,0,1,0.000000,0.000000
1488,14985.000000,0,0,0,0,0.000000,0.000000
1489,14995.000000,0,0,0,0,0.000000,0.000000
1490,15005.000000,0,0,0,0,0.189697,0.000000
1491,15015.000000,0,0,0,0,0.356201,0.000000
1492,15025.000000,0,0,0,0,0.501953,0.168457
1493,15035.000000,1,1,0,0,0.628906,0.317627
1494,15045.000000,0,0,0,0,0.738770,0.449463
1495,15055.000000,0,0,0,0,0.833252,0.565430
1496,15065.000000,0,0,1,1,0.000000,0.000000
1497,15075.000000,0,0,0,0,0.000000,0.000000
1498,15085.000000,0,0,0,0,0.000000,0.000000
1499,15095.000000,1,1,0,0,0.000000,0.000000
1500,15105.000000,0,1,0,0,0.000000,0.000000
1501,15115.000000,0,0,0,0,0.348389,0.182129
1502,15125.000000,0,0,1,0,0.000000,0.698486
1503,15135.000000,0,0,0,1,0.000000,0.000000
1504,15145.000000,0,0,0,0,0.000000,0.000000
1505,15155.000000,0,0,0,0,0.000000,0.000000
1506,15165.000000,0,0,0,0,0.000000,0.000000
1507,15175.000000,0,0,0,0,0.523682,0.000000
1508,15185.000000,0,0,0,0,0.984375,0.450195
1509,15195.000000,0,0,1,0,0.000000,0.853271
1510,15205.000000,0,0,0,1,0.000000,0.000000
1511,15215.000000,0,0,0,0,0.000000,0.000000
1512,15225.000000,0,0,0,0,0.000000,0.000000
1513,15235.000000,0,0,0,0,0.000000,0.000000
1514,15245.000000,0,0,0,0,0.291504,0.000000
1515,15255.000000,0,0,0,0,0.547852,0.276855
1516,15265.000000,0,0,0,0,0.772461,0.523193
1517,15275.000000,0,0,0,0,0.968262,0.741699
1518,15285.000000,0,0,1,0,0.000000,0.934326
1519,15295.000000,0,0,0,1,0.000000,0.000000
1520,15305.000000,0,0,0,0,0.000000,0.000000
1521,15315.000000,0,0,0,0,0.000000,0.000000
1522,15325.000000,0,0,0,0,0.000000,0.000000
1523,15335.000000,0,0,0,0,0.136963,0.000000
1524,15345.000000,0,0,0,0,0.257324,0.141602
1525,15355.000000,0,0,0,0,0.362549,0.266846
1526,15365.000000,0,0,0,0,0.454346,0.377441
1527,15375.000000,0,0,0,0,0.533936,0.474609
1528,15385.000000,0,0,0,0,0.602295,0.559326
1529,15395.000000,0,0,0,0,0.660645,0.632812
1530,15405.000000,0,0,0,0,0.709717,0.696289
1531,15415.000000,0,0,0,0,0.750732,0.750244
1532,15425.000000,0,0,0,0,0.784424,0.795654
1533,15435.000000,0,0,0,0,0.811768,0.833496
1534,15445.000000,0,0,0,0,0.833008,0.864746
1535,15455.000000,0,0,0,0,0.849121,0.889893
1536,15465.000000,0,0,0,0,0.860352,0.909424
1537,15475.000000,1,1,0,0,0.867432,0.923584
1538,15485.000000,1,1,0,0,0.870850,0.933350
1539,15495.000000,0,1,0,0,0.871094,0.938965
1540,15505.000000,0,0,1,1,0.000000,0.000000
1541,15515.000000,0,0,0,0,0.000000,0.000000
1542,15525.000000,0,0,0,0,0.000000,0.000000
1543,15535.000000,0,0,0,0,0.000000,0.000000
1544,15545.000000,0,0,0,0,0.000000,0.000000
1545,15555.000000,0,0,0,0,0.619629,0.636230
1546,15565.000000,0,0,1,1,0.000000,0.000000
1547,15575.000000,0,0,0,0,0.000000,0.000000
1548,15585.000000,0,0,0,0,0.000000,0.000000
1549,15595.000000,0,0,0,0,0.000000,0.000000
1550,15605.000000,0,0,0,0,0.000000,0.000000
1551,15615.000000,0,0,0,0,0.375000,0.331787
1552,15625.000000,0,0,0,0,0.704834,0.629150
1553,15635.000000,0,0,0,0,0.993652,0.894531
1554,15645.000000,0,0,1,1,0.000000,0.000000
1555,15655.000000,0,0,0,0,0.000000,0.000000
1556,15665.000000,0,1,0,0,0.000000,0.000000
1557,15675.000000,0,0,0,0,0.000000,0.000000
1558,15685.000000,0,0,0,0,0.000000,0.000000
1559,15695.000000,0,0,0,0,0.191650,0.543457
1560,15705.000000,0,0,0,1,0.360107,0.000000
1561,15715.000000,0,0,0,0,0.507568,0.000000
1562,15725.000000,0,0,0,0,0.677490,0.000000
1563,15735.000000,1,1,0,0,0.825195,0.000000
1564,15745.000000,0,1,0,0,0.952881,0.000000
1565,15755.000000,0,0,1,0,0.000000,0.336426
1566,15765.000000,0,0,0,0,0.000000,0.981934
1567,15775.000000,0,0,0,1,0.000000,0.000000
1568,15785.000000,0,0,0,0,0.000000,0.000000
1569,15795.000000,0,0,0,0,0.000000,0.000000
1570,15805.000000,0,0,0,0,0.415039,0.000000
1571,15815.000000,0,0,0,0,0.779785,0.000000
1572,15825.000000,0,0,1,0,0.000000,0.508301
1573,15835.000000,0,0,0,0,0.000000,0.960449
1574,15845.000000,0,0,0,1,0.000000,0.000000
1575,15855.000000,0,0,0,0,0.000000,0.000000
1576,15865.000000,0,0,0,0,0.000000,0.000000
1577,15875.000000,0,0,0,0,0.230469,0.000000
1578,15885.000000,0,0,0,0,0.433105,0.000000
1579,15895.000000,0,0,0,0,0.610352,0.302490
1580,15905.000000,0,0,0,0,0.764893,0.570801
1581,15915.000000,0,0,0,0,0.898926,0.807861
1582,15925.000000,0,0,1,1,0.000000,0.000000
1583,15935.000000,0,0,0,0,0.000000,0.000000
1584,15945.000000,0,0,0,0,0.000000,0.000000
1585,15955.000000,0,0,0,0,0.000000,0.000000
1586,15965.000000,0,0,0,0,0.000000,0.000000
1587,15975.000000,0,0,0,0,0.099365,0.163574
1588,15985.000000,0,0,0,0,0.186523,0.308350
1589,15995.000000,0,1,0,0,0.262939,0.435791
1590,16005.000000,0,0,0,0,0.329346,0.547363
1591,16015.000000,0,0,0,0,0.386719,0.644775
1592,16025.000000,0,0,0,1,0.436035,0.000000
1593,16035.000000,0,0,0,0,0.478027,0.000000
1594,16045.000000,0,0,0,0,0.513428,0.000000
1595,16055.000000,0,0,0,0,0.578857,0.000000
1596,16065.000000,0,0,0,0,0.634766,0.000000
1597,16075.000000,0,0,0,0,0.681885,0.302490
1598,16085.000000,0,0,0,0,0.721436,0.568848
1599,16095.000000,0,0,0,0,0.753906,0.802246
1600,16105.000000,0,0,0,1,0.780029,0.000000
1601,16115.000000,1,1,0,0,0.800537,0.000000
1602,16125.000000,0,0,0,0,0.815918,0.000000
1603,16135.000000,0,0,0,0,0.826904,0.000000
1604,16145.000000,0,0,1,0,0.000000,0.000000
1605,16155.000000,0,0,0,0,0.000000,0.472412
1606,16165.000000,0,0,0,0,0.000000,0.887939
1607,16175.000000,0,0,0,1,0.000000,0.000000
1608,16185.000000,0,0,0,0,0.000000,0.000000
1609,16195.000000,0,0,0,0,0.283203,0.000000
1610,16205.000000,0,0,0,0,0.532227,0.000000
1611,16215.000000,0,0,0,0,0.750244,0.000000
1612,16225.000000,0,0,0,0,0.940186,0.165771
1613,16235.000000,0,0,1,0,0.000000,0.315186
1614,16245.000000,0,0,0,0,0.000000,0.449707
1615,16255.000000,0,0,0,0,0.000000,0.570068
1616,16265.000000,0,0,0,0,0.000000,0.677002
1617,16275.000000,0,0,0,0,0.000000,0.771484
1618,16285.000000,0,0,0,0,0.132568,0.854736
1619,16295.000000,0,0,0,0,0.249023,0.927002
1620,16305.000000,0,0,0,0,0.351074,0.989502
1621,16315.000000,0,0,0,1,0.439941,0.000000
1622,16325.000000,0,0,0,0,0.516846,0.000000
1623,16335.000000,0,0,0,0,0.583008,0.000000
1624,16345.000000,0,0,0,0,0.639404,0.000000
1625,16355.000000,0,0,0,0,0.687012,0.000000
1626,16365.000000,0,0,0,0,0.726562,0.064941
1627,16375.000000,0,0,0,0,0.758789,0.122559
1628,16385.000000,0,0,0,0,0.784668,0.173340
1629,16395.000000,0,0,0,0,0.804932,0.218018
1630,16405.000000,0,0,0,0,0.820068,0.257324
1631,16415.000000,0,0,0,0,0.830811,0.291504
1632,16425.000000,1,1,0,0,0.837402,0.321045
1633,16435.000000,0,1,0,0,0.840332,0.346436
1634,16445.000000,0,0,0,0,0.840088,0.367920
1635,16455.000000,0,0,1,0,0.000000,0.728271
1636,16465.000000,0,0,0,1,0.000000,0.000000
1637,16475.000000,0,0,0,0,0.000000,0.000000
1638,16485.000000,0,0,0,0,0.000000,0.000000
1639,16495.000000,0,0,0,0,0.000000,0.000000
1640,16505.000000,0,0,0,0,0.306152,0.000000
1641,16515.000000,0,0,0,0,0.575195,0.324951
1642,16525.000000,0,0,0,0,0.810791,0.615967
1643,16535.000000,0,0,1,0,0.000000,0.875488
1644,16545.000000,0,0,0,1,0.000000,0.000000
1645,16555.000000,0,0,0,0,0.000000,0.000000
1646,16565.000000,0,0,0,0,0.000000,0.000000
1647,16575.000000,0,0,0,0,0.000000,0.000000
1648,16585.000000,0,0,0,0,0.156494,0.000000
1649,16595.000000,0,0,0,0,0.293945,0.186523
1650,16605.000000,0,0,0,0,0.414062,0.352295
1651,16615.000000,0,0,0,0,0.518799,0.499023
1652,16625.000000,0,0,0,0,0.609375,0.628418
1653,16635.000000,0,0,0,0,0.687500,0.741699
1654,16645.000000,0,0,0,0,0.754150,0.840576
1655,16655.000000,0,0,0,0,0.810547,0.926025
1656,16665.000000,0,0,0,0,0.857666,0.999512
1657,16675.000000,0,0,0,1,0.896240,0.000000
1658,16685.000000,0,0,0,0,0.927490,0.000000
1659,16695.000000,0,0,0,0,0.951660,0.000000
1660,16705.000000,0,0,0,0,0.969727,0.000000
1661,16715.000000,0,0,0,0,0.982422,0.000000
1662,16725.000000,0,0,0,0,0.990479,0.069824
1663,16735.000000,0,0,0,0,0.994385,0.131348
1664,16745.000000,0,0,0,0,0.994385,0.185547
1665,16755.000000,0,0,0,0,0.990967,0.232910
1666,16765.000000,0,0,0,0,0.984619,0.274170
1667,16775.000000,0,0,0,0,0.975830,0.310059
1668,16785.000000,0,0,0,0,0.964600,0.340820
1669,16795.000000,0,0,0,0,0.951416,0.366943
1670,16805.000000,0,0,0,0,0.936523,0.388916
1671,16815.000000,0,0,0,0,0.920410,0.407471
1672,16825.000000,0,0,0,0,0.903076,0.422607
1673,16835.000000,0,0,0,0,0.884521,0.434570
1674,16845.000000,0,0,0,0,0.865234,0.443848
1675,16855.000000,0,0,0,0,0.845459,0.450684
1676,16865.000000,0,0,0,0,0.825195,0.455322
1677,16875.000000,0,0,0,0,0.804443,0.458008
1678,16885.000000,0,0,0,0,0.783447,0.458984
1679,16895.000000,0,0,0,0,0.762207,0.458252
1680,16905.000000,0,0,0,0,0.740723,0.456055
1681,16915.000000,0,0,0,0,0.719238,0.452637
1682,16925.000000,0,0,0,0,0.697998,0.447998
1683,16935.000000,0,0,0,0,0.676758,0.442383
1684,16945.000000,0,0,0,0,0.655762,0.435791
1685,16955.000000,0,0,0,0,0.634766,0.428467
1686,16965.000000,0,0,0,0,0.614014,0.420410
1687,16975.000000,0,0,0,0,0.593750,0.411865
1688,16985.000000,0,0,0,0,0.573730,0.402832
1689,16995.000000,0,0,0,0,0.553955,0.393311
1690,17005.000000,0,0,0,0,0.534668,0.383545
1691,17015.000000,0,0,0,0,0.515869,0.373535
1692,17025.000000,0,0,0,0,0.497559,0.363281
1693,17035.000000,0,0,0,0,0.479736,0.353027
1694,17045.000000,0,0,0,0,0.462402,0.342773
1695,17055.000000,0,0,0,0,0.445557,0.332275
1696,17065.000000,0,0,0,0,0.428955,0.321777
1697,17075.000000,0,0,0,0,0.412842,0.311523
1698,17085.000000,0,0,0,0,0.397217,0.301270
1699,17095.000000,0,0,0,0,0.381836,0.291260
1700,17105.000000,0,0,0,0,0.366943,0.281494
1701,17115.000000,0,0,0,0,0.352295,0.271729
1702,17125.000000,0,0,0,0,0.338135,0.262207
1703,17135.000000,0,0,0,0,0.324463,0.252686
1704,17145.000000,0,0,0,0,0.311279,0.243408
1705,17155.000000,0,0,0,0,0.298584,0.234375
1706,17165.000000,0,0,0,0,0.286621,0.225342
1707,17175.000000,0,0,0,0,0.274902,0.216553
1708,17185.000000,0,0,0,0,0.263672,0.207764
1709,17195.000000,0,0,0,0,0.252930,0.199219
1710,17205.000000,0,0,0,0,0.242676,0.191162
1711,17215.000000,0,0,0,0,0.232910,0.183350
1712,17225.000000,0,0,0,0,0.223389,0.175781
1713,17235.000000,0,0,0,0,0.214355,0.168701
1714,17245.000000,0,0,0,0,0.205566,0.161865
1715,17255.000000,0,0,0,0,0.197266,0.155273
1716,17265.000000,0,0,0,0,0.189209,0.148926
1717,17275.000000,0,0,0,0,0.181396,0.142822
1718,17285.000000,0,0,0,0,0.174072,0.136963
1719,17295.000000,0,0,0,0,0.166992,0.131348
1720,17305.000000,1,1,0,0,0.160156,0.125977
1721,17315.000000,0,0,0,0,0.153564,0.120850
1722,17325.000000,0,0,0,0,0.147217,0.115967
1723,17335.000000,0,0,0,0,0.492432,0.453613
1724,17345.000000,0,0,0,0,0.795654,0.750244
1725,17355.000000,0,0,1,1,0.000000,0.000000
1726,17365.000000,0,0,0,0,0.000000,0.000000
1727,17375.000000,0,0,0,0,0.000000,0.000000
1728,17385.000000,0,0,0,0,0.000000,0.000000
1729,17395.000000,0,0,0,0,0.000000,0.000000
1730,17405.000000,0,0,0,0,0.215820,0.075439
1731,17415.000000,0,0,0,0,0.405518,0.146240
1732,17425.000000,0,0,0,0,0.571533,0.212402
1733,17435.000000,0,0,0,0,0.716309,0.273682
1734,17445.000000,0,0,0,0,0.841553,0.330078
1735,17455.000000,0,0,0,0,0.949219,0.381348
1736,17465.000000,0,0,1,0,0.000000,0.427979
1737,17475.000000,0,0,0,0,0.000000,0.469971
1738,17485.000000,0,0,0,0,0.000000,0.507324
1739,17495.000000,0,0,0,0,0.000000,0.540527
1740,17505.000000,0,0,0,0,0.000000,0.569580
1741,17515.000000,0,0,0,0,0.084961,0.594727
1742,17525.000000,0,0,0,0,0.159668,0.616211
1743,17535.000000,0,0,0,0,0.224854,0.634033
1744,17545.000000,0,0,0,0,0.281738,0.648926
1745,17555.000000,0,0,0,0,0.330811,0.660645
1746,17565.000000,1,1,0,0,0.373047,0.669434
1747,17575.000000,0,1,0,0,0.408936,0.675537
1748,17585.000000,0,0,0,0,0.439209,0.679443
1749,17595.000000,0,0,0,1,0.817871,0.000000
1750,17605.000000,0,0,1,0,0.000000,0.000000
1751,17615.000000,0,0,0,0,0.000000,0.000000
1752,17625.000000,0,0,0,0,0.000000,0.000000
1753,17635.000000,0,0,0,0,0.000000,0.000000
1754,17645.000000,0,0,0,0,0.000000,0.342529
1755,17655.000000,0,0,0,0,0.289551,0.649902
1756,17665.000000,0,0,0,0,0.544189,0.924805
1757,17675.000000,0,0,0,1,0.767090,0.000000
1758,17685.000000,0,0,0,0,0.961426,0.000000
1759,17695.000000,0,0,1,0,0.000000,0.000000
1760,17705.000000,0,0,0,0,0.000000,0.000000
1761,17715.000000,0,0,0,0,0.000000,0.000000
1762,17725.000000,0,0,0,0,0.000000,0.199463
1763,17735.000000,0,0,0,0,0.000000,0.377197
1764,17745.000000,0,0,0,0,0.135986,0.534912
