cycle,time_ns,i_in_real,v_mem_real,exp_vmem_real,exp_vmem_pre_real,spike,exp_spike,exc_delayed_real,inh_delayed_real
325,3295.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
326,3305.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
327,3315.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
328,3325.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
329,3335.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
330,3345.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
331,3355.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
332,3365.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
333,3375.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
334,3385.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
335,3395.000000,-0.250000,0.000000,0.000000,0.000000,0,0,0.000000,0.250000
336,3405.000000,0.199951,-0.250000,-0.250000,-0.250000,0,0,0.449951,0.250000
337,3415.000000,0.199951,-0.040039,-0.040039,-0.040039,0,0,0.449951,0.250000
338,3425.000000,0.449951,0.161377,0.161377,0.161377,0,0,0.449951,0.000000
339,3435.000000,0.449951,0.604736,0.604736,0.604736,0,0,0.449951,0.000000
340,3445.000000,0.000000,0.000000,0.000000,1.030273,1,1,0.000000,0.000000
341,3455.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
342,3465.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
343,3475.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
344,3485.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
345,3495.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
346,3505.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
347,3515.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
348,3525.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
349,3535.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
350,3545.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
351,3555.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
352,3565.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
353,3575.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
354,3585.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
355,3595.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
356,3605.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
357,3615.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
358,3625.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
359,3635.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
360,3645.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
361,3655.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
362,3665.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
363,3675.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
364,3685.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
365,3695.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
366,3705.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
367,3715.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
368,3725.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
369,3735.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
370,3745.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
371,3755.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
372,3765.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
373,3775.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
374,3785.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
375,3795.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
376,3805.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
377,3815.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
378,3825.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
379,3835.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
380,3845.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
381,3855.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
382,3865.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
383,3875.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
384,3885.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
385,3895.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
386,3905.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
387,3915.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
388,3925.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
389,3935.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
390,3945.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
391,3955.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
392,3965.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
393,3975.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
394,3985.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
395,3995.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
396,4005.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
397,4015.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
398,4025.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
399,4035.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
400,4045.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
401,4055.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
402,4065.000000,-0.250000,0.000000,0.000000,0.000000,0,0,0.000000,0.250000
403,4075.000000,0.199951,-0.250000,-0.250000,-0.250000,0,0,0.449951,0.250000
404,4085.000000,0.449951,-0.040039,-0.040039,-0.040039,0,0,0.449951,0.000000
405,4095.000000,0.449951,0.411377,0.411377,0.411377,0,0,0.449951,0.000000
406,4105.000000,0.000000,0.844727,0.844727,0.844727,0,0,0.000000,0.000000
407,4115.000000,0.000000,0.810791,0.810791,0.810791,0,0,0.000000,0.000000
408,4125.000000,0.000000,0.778320,0.778320,0.778320,0,0,0.000000,0.000000
409,4135.000000,0.000000,0.747070,0.747070,0.747070,0,0,0.000000,0.000000
410,4145.000000,0.000000,0.717041,0.717041,0.717041,0,0,0.000000,0.000000
411,4155.000000,0.000000,0.688232,0.688232,0.688232,0,0,0.000000,0.000000
412,4165.000000,0.000000,0.660645,0.660645,0.660645,0,0,0.000000,0.000000
413,4175.000000,0.000000,0.634033,0.634033,0.634033,0,0,0.000000,0.000000
414,4185.000000,0.000000,0.608643,0.608643,0.608643,0,0,0.000000,0.000000
415,4195.000000,0.000000,0.584229,0.584229,0.584229,0,0,0.000000,0.000000
416,4205.000000,0.000000,0.560791,0.560791,0.560791,0,0,0.000000,0.000000
417,4215.000000,0.000000,0.538330,0.538330,0.538330,0,0,0.000000,0.000000
418,4225.000000,0.000000,0.516602,0.516602,0.516602,0,0,0.000000,0.000000
419,4235.000000,0.000000,0.495850,0.495850,0.495850,0,0,0.000000,0.000000
420,4245.000000,0.000000,0.475830,0.475830,0.475830,0,0,0.000000,0.000000
421,4255.000000,0.000000,0.456543,0.456543,0.456543,0,0,0.000000,0.000000
422,4265.000000,0.000000,0.438232,0.438232,0.438232,0,0,0.000000,0.000000
423,4275.000000,0.000000,0.420654,0.420654,0.420654,0,0,0.000000,0.000000
424,4285.000000,0.000000,0.403809,0.403809,0.403809,0,0,0.000000,0.000000
425,4295.000000,0.000000,0.387451,0.387451,0.387451,0,0,0.000000,0.000000
426,4305.000000,0.000000,0.371826,0.371826,0.371826,0,0,0.000000,0.000000
427,4315.000000,0.000000,0.356934,0.356934,0.356934,0,0,0.000000,0.000000
428,4325.000000,0.000000,0.342529,0.342529,0.342529,0,0,0.000000,0.000000
429,4335.000000,0.000000,0.328613,0.328613,0.328613,0,0,0.000000,0.000000
430,4345.000000,0.000000,0.315430,0.315430,0.315430,0,0,0.000000,0.000000
431,4355.000000,0.000000,0.302734,0.302734,0.302734,0,0,0.000000,0.000000
432,4365.000000,0.000000,0.290527,0.290527,0.290527,0,0,0.000000,0.000000
433,4375.000000,0.000000,0.278809,0.278809,0.278809,0,0,0.000000,0.000000
434,4385.000000,0.000000,0.267578,0.267578,0.267578,0,0,0.000000,0.000000
435,4395.000000,0.000000,0.256836,0.256836,0.256836,0,0,0.000000,0.000000
436,4405.000000,0.000000,0.246338,0.246338,0.246338,0,0,0.000000,0.000000
437,4415.000000,0.000000,0.236328,0.236328,0.236328,0,0,0.000000,0.000000
438,4425.000000,0.000000,0.226807,0.226807,0.226807,0,0,0.000000,0.000000
439,4435.000000,0.000000,0.217529,0.217529,0.217529,0,0,0.000000,0.000000
440,4445.000000,0.000000,0.208740,0.208740,0.208740,0,0,0.000000,0.000000
441,4455.000000,0.000000,0.200195,0.200195,0.200195,0,0,0.000000,0.000000
442,4465.000000,0.000000,0.192139,0.192139,0.192139,0,0,0.000000,0.000000
443,4475.000000,0.000000,0.184326,0.184326,0.184326,0,0,0.000000,0.000000
444,4485.000000,0.000000,0.176758,0.176758,0.176758,0,0,0.000000,0.000000
445,4495.000000,0.000000,0.169678,0.169678,0.169678,0,0,0.000000,0.000000
446,4505.000000,-0.250000,0.162842,0.162842,0.162842,0,0,0.000000,0.250000
447,4515.000000,0.199951,-0.093750,-0.093750,-0.093750,0,0,0.449951,0.250000
448,4525.000000,0.449951,0.109863,0.109863,0.109863,0,0,0.449951,0.000000
449,4535.000000,0.449951,0.555176,0.555176,0.555176,0,0,0.449951,0.000000
450,4545.000000,0.000000,0.982666,0.982666,0.982666,0,0,0.000000,0.000000
451,4555.000000,0.000000,0.943115,0.943115,0.943115,0,0,0.000000,0.000000
452,4565.000000,0.000000,0.905273,0.905273,0.905273,0,0,0.000000,0.000000
453,4575.000000,0.000000,0.868896,0.868896,0.868896,0,0,0.000000,0.000000
454,4585.000000,0.000000,0.833984,0.833984,0.833984,0,0,0.000000,0.000000
455,4595.000000,0.000000,0.800537,0.800537,0.800537,0,0,0.000000,0.000000
456,4605.000000,0.000000,0.768311,0.768311,0.768311,0,0,0.000000,0.000000
457,4615.000000,0.000000,0.737305,0.737305,0.737305,0,0,0.000000,0.000000
458,4625.000000,0.000000,0.707764,0.707764,0.707764,0,0,0.000000,0.000000
459,4635.000000,0.000000,0.679199,0.679199,0.679199,0,0,0.000000,0.000000
460,4645.000000,0.000000,0.651855,0.651855,0.651855,0,0,0.000000,0.000000
461,4655.000000,0.000000,0.625732,0.625732,0.625732,0,0,0.000000,0.000000
462,4665.000000,0.000000,0.600586,0.600586,0.600586,0,0,0.000000,0.000000
463,4675.000000,0.000000,0.576416,0.576416,0.576416,0,0,0.000000,0.000000
464,4685.000000,0.000000,0.553223,0.553223,0.553223,0,0,0.000000,0.000000
465,4695.000000,0.000000,0.531006,0.531006,0.531006,0,0,0.000000,0.000000
466,4705.000000,0.000000,0.509521,0.509521,0.509521,0,0,0.000000,0.000000
467,4715.000000,-0.250000,0.489014,0.489014,0.489014,0,0,0.000000,0.250000
468,4725.000000,0.449951,0.219238,0.219238,0.219238,0,0,0.449951,0.000000
469,4735.000000,0.449951,0.660400,0.660400,0.660400,0,0,0.449951,0.000000
470,4745.000000,0.000000,0.000000,0.000000,1.083740,1,1,0.000000,0.000000
471,4755.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
472,4765.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
473,4775.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
474,4785.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
475,4795.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000
476,4805.000000,0.449951,0.000000,0.000000,0.000000,0,0,0.449951,0.000000
477,4815.000000,0.000000,0.449951,0.449951,0.449951,0,0,0.000000,0.000000
478,4825.000000,0.000000,0.431885,0.431885,0.431885,0,0,0.000000,0.000000
479,4835.000000,0.000000,0.414551,0.414551,0.414551,0,0,0.000000,0.000000
480,4845.000000,0.449951,0.397949,0.397949,0.397949,0,0,0.449951,0.000000
481,4855.000000,0.000000,0.831787,0.831787,0.831787,0,0,0.000000,0.000000
482,4865.000000,0.000000,0.798340,0.798340,0.798340,0,0,0.000000,0.000000
483,4875.000000,0.000000,0.766357,0.766357,0.766357,0,0,0.000000,0.000000
484,4885.000000,0.000000,0.735596,0.735596,0.735596,0,0,0.000000,0.000000
485,4895.000000,0.000000,0.706055,0.706055,0.706055,0,0,0.000000,0.000000
486,4905.000000,0.000000,0.677734,0.677734,0.677734,0,0,0.000000,0.000000
487,4915.000000,0.000000,0.650391,0.650391,0.650391,0,0,0.000000,0.000000
488,4925.000000,0.000000,0.624268,0.624268,0.624268,0,0,0.000000,0.000000
489,4935.000000,0.000000,0.599121,0.599121,0.599121,0,0,0.000000,0.000000
490,4945.000000,0.000000,0.574951,0.574951,0.574951,0,0,0.000000,0.000000
491,4955.000000,0.000000,0.551758,0.551758,0.551758,0,0,0.000000,0.000000
492,4965.000000,0.000000,0.529541,0.529541,0.529541,0,0,0.000000,0.000000
493,4975.000000,0.000000,0.508301,0.508301,0.508301,0,0,0.000000,0.000000
494,4985.000000,0.000000,0.487793,0.487793,0.487793,0,0,0.000000,0.000000
495,4995.000000,0.000000,0.468262,0.468262,0.468262,0,0,0.000000,0.000000
496,5005.000000,0.000000,0.449463,0.449463,0.449463,0,0,0.000000,0.000000
497,5015.000000,0.000000,0.431396,0.431396,0.431396,0,0,0.000000,0.000000
498,5025.000000,0.000000,0.414062,0.414062,0.414062,0,0,0.000000,0.000000
499,5035.000000,0.000000,0.397461,0.397461,0.397461,0,0,0.000000,0.000000
