cycle,time_ns,scene,in0_spk,in1_spk,n0_spk,n1_spk,n0_v_real,n1_v_real,n0_i_real,n1_i_real,n0_g_exc_real,n1_g_exc_real
241,2410.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
242,2420.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
243,2430.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
244,2440.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
245,2450.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
246,2460.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
247,2470.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
248,2480.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
249,2490.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
250,2500.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
251,2510.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
252,2520.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
253,2530.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
254,2540.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
255,2550.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
256,2560.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
257,2570.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
258,2580.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
259,2590.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
260,2600.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
261,2610.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
262,2620.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
263,2630.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
264,2640.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
265,2650.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
266,2660.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
267,2670.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
268,2680.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
269,2690.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
270,2700.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
271,2710.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
272,2720.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
273,2730.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
274,2740.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
275,2750.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
276,2760.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
277,2770.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
278,2780.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
279,2790.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
280,2800.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
281,2810.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
282,2820.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
283,2830.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
284,2840.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
285,2850.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
286,2860.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
287,2870.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
288,2880.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
289,2890.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
290,2900.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
291,2910.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
292,2920.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
293,2930.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
294,2940.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
295,2950.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
296,2960.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
297,2970.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
298,2980.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
299,2990.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
300,3000.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
301,3010.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
302,3020.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
303,3030.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
304,3040.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
305,3050.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
306,3060.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
307,3070.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
308,3080.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
309,3090.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
310,3100.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
311,3110.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
312,3120.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
313,3130.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
314,3140.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
315,3150.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
316,3160.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
317,3170.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
318,3180.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
319,3190.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
320,3200.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
321,3210.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
322,3220.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
323,3230.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
324,3240.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
325,3250.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
326,3260.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
327,3270.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
328,3280.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
329,3290.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
330,3300.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
331,3310.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
332,3320.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
333,3330.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
334,3340.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
335,3350.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
336,3360.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
337,3370.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
338,3380.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
339,3390.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
340,3400.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
341,3410.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
342,3420.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
343,3430.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
344,3440.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
345,3450.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
346,3460.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
347,3470.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
348,3480.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
349,3490.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
350,3500.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
351,3510.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
352,3520.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
353,3530.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
354,3540.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
355,3550.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
356,3560.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
357,3570.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
358,3580.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
359,3590.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
360,3600.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
361,3610.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
362,3620.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
363,3630.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
364,3640.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
365,3650.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
366,3660.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
367,3670.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
368,3680.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
369,3690.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
370,3700.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
371,3710.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
372,3720.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
373,3730.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
374,3740.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
375,3750.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
376,3760.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
377,3770.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
378,3780.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
379,3790.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
380,3800.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
381,3810.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
382,3820.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
383,3830.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
384,3840.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
385,3850.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
386,3860.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
387,3870.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
388,3880.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
389,3890.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
390,3900.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
391,3910.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
392,3920.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
393,3930.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
394,3940.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
395,3950.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
396,3960.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
397,3970.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
398,3980.000000,step_drive,1,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
399,3990.000000,idle_gap,0,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
400,4000.000000,idle_gap,0,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
401,4010.000000,idle_gap,0,0,0,0,-8.000000,-8.000000,-2.981934,-0.412842,0.000000,0.000000
402,4020.000000,idle_gap,0,0,0,0,-8.000000,-8.000000,-2.623535,-0.363037,0.000000,0.000000
403,4030.000000,idle_gap,0,0,0,0,-8.000000,-8.000000,-2.308350,-0.319336,0.000000,0.000000
404,4040.000000,idle_gap,0,0,0,0,-8.000000,-7.999023,-2.031006,-0.280762,0.000000,0.000000
405,4050.000000,idle_gap,0,0,0,0,-8.000000,-7.959717,-1.786865,-0.246826,0.000000,0.000000
406,4060.000000,idle_gap,0,0,0,0,-8.000000,-7.887939,-1.572021,-0.217041,0.000000,0.000000
407,4070.000000,idle_gap,0,0,0,0,-8.000000,-7.789307,-1.383057,-0.190918,0.000000,0.000000
408,4080.000000,idle_gap,0,0,0,0,-8.000000,-7.668457,-1.216797,-0.167969,0.000000,0.000000
409,4090.000000,idle_gap,0,0,0,0,-8.000000,-7.529541,-1.070557,-0.147705,0.000000,0.000000
410,4100.000000,idle_gap,0,0,0,0,-8.000000,-7.375977,-0.941895,-0.129883,0.000000,0.000000
411,4110.000000,idle_gap,0,0,0,0,-8.000000,-7.210693,-0.828613,-0.114258,0.000000,0.000000
412,4120.000000,idle_gap,0,0,0,0,-8.000000,-7.036377,-0.729004,-0.100342,0.000000,0.000000
413,4130.000000,idle_gap,0,0,0,0,-8.000000,-6.855225,-0.641357,-0.088135,0.000000,0.000000
414,4140.000000,idle_gap,0,0,0,0,-8.000000,-6.668945,-0.564209,-0.077393,0.000000,0.000000
415,4150.000000,idle_gap,0,0,0,0,-8.000000,-6.479492,-0.496338,-0.067871,0.000000,0.000000
416,4160.000000,idle_gap,0,0,0,0,-8.000000,-6.288086,-0.436523,-0.059570,0.000000,0.000000
417,4170.000000,idle_gap,0,0,0,0,-8.000000,-6.095947,-0.384033,-0.052246,0.000000,0.000000
418,4180.000000,idle_gap,0,0,0,0,-8.000000,-5.904297,-0.337891,-0.045898,0.000000,0.000000
419,4190.000000,burst_train,1,1,0,0,-8.000000,-5.713867,-0.297119,-0.040283,0.000000,0.000000
420,4200.000000,burst_train,1,0,0,0,-7.976807,-5.525391,-0.261230,-0.035400,0.000000,0.000000
421,4210.000000,burst_train,1,0,0,0,-7.918701,-5.339600,-0.229736,-0.031006,0.000000,0.000000
422,4220.000000,burst_train,1,0,0,0,-7.831543,-5.156982,-0.460449,0.272949,0.000000,0.000000
423,4230.000000,burst_train,0,0,0,0,-7.978516,-4.677734,-0.759521,0.204346,0.099854,0.349854
424,4240.000000,burst_train,0,0,0,0,-8.000000,-4.286133,-1.023193,0.142822,0.091797,0.321777
425,4250.000000,burst_train,0,0,0,0,-8.000000,-3.971924,-1.255371,0.087646,0.084229,0.295898
426,4260.000000,burst_train,0,0,0,0,-8.000000,-3.725342,-1.101562,0.087891,0.077393,0.271973
427,4270.000000,burst_train,0,0,0,0,-8.000000,-3.488525,-0.966553,0.087402,0.071045,0.250000
428,4280.000000,burst_train,0,0,0,0,-8.000000,-3.261475,-0.847900,0.086182,0.065186,0.229980
429,4290.000000,burst_train,0,0,0,0,-8.000000,-3.044922,-0.743652,0.084229,0.059814,0.211426
430,4300.000000,burst_train,0,0,0,0,-8.000000,-2.838867,-0.652344,0.082031,0.054932,0.194336
431,4310.000000,burst_train,0,0,0,0,-8.000000,-2.643311,-0.572021,0.079346,0.050293,0.178711
432,4320.000000,burst_train,0,0,0,0,-8.000000,-2.458252,-0.501465,0.076416,0.046143,0.164307
433,4330.000000,burst_train,0,0,0,0,-8.000000,-2.283447,-0.439453,0.073242,0.042236,0.151123
434,4340.000000,burst_train,0,0,0,0,-8.000000,-2.118896,-0.385010,0.070068,0.038818,0.138916
435,4350.000000,burst_train,0,0,0,0,-8.000000,-1.964111,-0.337402,0.066895,0.035645,0.127686
436,4360.000000,burst_train,0,0,0,0,-8.000000,-1.818604,-0.295410,0.063477,0.032715,0.117432
437,4370.000000,burst_train,0,0,0,0,-7.975098,-1.682373,-0.258545,0.060059,0.030029,0.107910
438,4380.000000,burst_train,0,0,0,0,-7.914551,-1.555176,-0.226562,0.056885,0.027588,0.099121
439,4390.000000,burst_train,0,1,0,0,-7.824463,-1.436035,-0.198486,0.053711,0.025146,0.091064
440,4400.000000,burst_train,0,0,0,0,-7.709717,-1.324951,-0.173828,0.050537,0.022949,0.083740
441,4410.000000,burst_train,0,0,0,0,-7.574951,-1.221436,-0.152100,0.047363,0.020996,0.076904
442,4420.000000,burst_train,0,0,0,0,-7.423828,-1.125244,-0.033203,0.394287,0.019287,0.070557
443,4430.000000,burst_train,0,0,0,0,-7.159912,-0.686035,-0.024414,0.363525,0.117432,0.414551
444,4440.000000,burst_train,0,0,0,0,-6.897705,-0.295166,-0.017090,0.334961,0.107910,0.381348
445,4450.000000,burst_train,0,0,0,0,-6.638672,0.051514,-0.010986,0.308838,0.099121,0.350586
446,4460.000000,burst_train,0,0,0,0,-6.384033,0.358154,-0.005859,0.284668,0.091064,0.322510
447,4470.000000,burst_train,0,0,0,0,-6.134521,0.628418,-0.001709,0.262207,0.083740,0.296631
448,4480.000000,burst_train,0,0,0,0,-5.890625,0.865234,0.001465,0.241699,0.076904,0.272705
449,4490.000000,burst_train,0,0,0,1,-5.653320,0.000000,0.003906,0.222656,0.070557,0.250732
450,4500.000000,burst_train,0,0,0,0,-5.423096,0.000000,0.005859,0.205078,0.064697,0.230469
451,4510.000000,burst_train,0,0,0,0,-5.200195,0.000000,0.007568,0.188965,0.059326,0.211914
452,4520.000000,burst_train,0,0,0,0,-4.984619,0.000000,0.009033,0.174072,0.054443,0.194824
453,4530.000000,burst_train,0,0,0,0,-4.776123,0.000000,0.010010,0.160400,0.050049,0.179199
454,4540.000000,burst_train,0,0,0,0,-4.574951,0.160400,0.010498,0.147705,0.045898,0.164795
455,4550.000000,burst_train,0,0,0,0,-4.381348,0.301514,0.010986,0.135986,0.041992,0.151367
456,4560.000000,burst_train,0,0,0,0,-4.195068,0.425293,0.011230,0.125244,0.038574,0.139160
457,4570.000000,burst_train,0,0,0,0,-4.016113,0.533447,0.011230,0.115479,0.035400,0.127930
458,4580.000000,burst_train,0,0,0,0,-3.844238,0.627441,0.011230,0.106445,0.032471,0.117676
459,4590.000000,burst_train,1,1,0,0,-3.679199,0.708740,0.011230,0.097900,0.029785,0.108154
460,4600.000000,burst_train,1,0,0,0,-3.520752,0.778076,0.010986,0.090088,0.027344,0.099365
461,4610.000000,burst_train,1,0,0,0,-3.368896,0.836914,0.010498,0.083008,0.025146,0.091309
462,4620.000000,burst_train,1,0,0,0,-3.223633,0.886230,-0.248291,0.379639,0.022949,0.083984
463,4630.000000,burst_train,0,0,0,1,-3.343018,0.000000,-0.572021,0.303223,0.120850,0.428467
464,4640.000000,burst_train,0,0,0,0,-3.781250,0.000000,-0.857178,0.234375,0.111084,0.394043
465,4650.000000,burst_train,0,0,0,0,-4.487061,0.000000,-1.108643,0.171143,0.102051,0.362305
466,4660.000000,burst_train,0,0,0,0,-5.416260,0.000000,-0.971680,0.163818,0.093750,0.333252
467,4670.000000,burst_train,0,0,0,0,-6.171143,0.000000,-0.851562,0.156494,0.086182,0.306396
468,4680.000000,burst_train,0,0,0,0,-6.775635,0.156494,-0.746094,0.148926,0.079102,0.281738
469,4690.000000,burst_train,0,0,0,0,-7.250488,0.299072,-0.653564,0.141602,0.072754,0.259033
470,4700.000000,burst_train,0,0,0,0,-7.613770,0.428467,-0.572266,0.134033,0.066895,0.238281
471,4710.000000,burst_train,0,0,0,0,-7.881348,0.545166,-0.501221,0.126709,0.061523,0.218994
472,4720.000000,burst_train,0,0,0,0,-8.000000,0.649902,-0.438721,0.119385,0.056396,0.201416
473,4730.000000,burst_train,0,0,0,0,-8.000000,0.743164,-0.383789,0.112549,0.051758,0.185059
474,4740.000000,burst_train,0,0,0,0,-8.000000,0.825928,-0.335693,0.105957,0.047607,0.170166
475,4750.000000,burst_train,0,0,0,0,-8.000000,0.898682,-0.293701,0.099365,0.043701,0.156494
476,4760.000000,burst_train,0,0,0,0,-7.973389,0.961914,-0.256836,0.093018,0.040039,0.143799
477,4770.000000,burst_train,0,0,0,1,-7.911133,0.000000,-0.224609,0.087158,0.036621,0.132080
478,4780.000000,burst_train,0,0,0,0,-7.819092,0.000000,-0.196289,0.081543,0.033447,0.121338
479,4790.000000,burst_train,0,1,0,0,-7.702393,0.000000,-0.171631,0.076172,0.030762,0.111572
480,4800.000000,burst_train,0,0,0,0,-7.565674,0.000000,-0.149902,0.071045,0.028076,0.102539
481,4810.000000,burst_train,0,0,0,0,-7.412842,0.000000,-0.130859,0.066406,0.025635,0.094238
482,4820.000000,burst_train,0,0,0,0,-7.247070,0.066406,-0.014404,0.415039,0.023438,0.086670
483,4830.000000,burst_train,0,0,0,0,-6.971436,0.478760,-0.007812,0.382568,0.121338,0.432861
484,4840.000000,burst_train,0,0,0,0,-6.700195,0.842041,-0.002441,0.352539,0.111572,0.398193
485,4850.000000,burst_train,0,0,0,1,-6.434570,0.000000,0.001953,0.324707,0.102539,0.366211
486,4860.000000,burst_train,0,0,0,0,-6.175049,0.000000,0.005615,0.299072,0.094238,0.336670
487,4870.000000,burst_train,0,0,0,0,-5.922363,0.000000,0.008301,0.275635,0.086670,0.309570
488,4880.000000,burst_train,0,0,0,0,-5.677002,0.000000,0.010498,0.253906,0.079590,0.284668
489,4890.000000,burst_train,0,0,0,0,-5.439209,0.000000,0.012207,0.233887,0.072998,0.261719
490,4900.000000,burst_train,0,0,0,0,-5.209229,0.233887,0.013428,0.215576,0.067139,0.240723
491,4910.000000,burst_train,0,0,0,0,-4.987305,0.439941,0.014160,0.198486,0.061523,0.221436
492,4920.000000,burst_train,0,0,0,0,-4.773682,0.620605,0.014648,0.182861,0.056396,0.203613
493,4930.000000,burst_train,0,0,0,0,-4.568115,0.778564,0.015137,0.168457,0.051758,0.187256
494,4940.000000,burst_train,0,0,0,0,-4.370117,0.915771,0.015137,0.155029,0.047607,0.172119
495,4950.000000,burst_train,0,0,0,1,-4.180176,0.000000,0.015137,0.142822,0.043701,0.158203
