cycle,time_ns,scene,in0_spk,in1_spk,n0_spk,n1_spk,n0_v_real,n1_v_real,n0_i_real,n1_i_real,n0_g_exc_real,n1_g_exc_real
496,4960.000000,burst_train,0,0,0,0,-3.997803,0.000000,0.014893,0.131592,0.040039,0.145508
497,4970.000000,burst_train,0,0,0,0,-3.822998,0.000000,0.014404,0.121338,0.036621,0.133789
498,4980.000000,burst_train,0,0,0,0,-3.655762,0.000000,0.014160,0.111572,0.033447,0.123047
499,4990.000000,burst_train,1,1,0,0,-3.495361,0.000000,0.013672,0.102539,0.030762,0.113037
500,5000.000000,burst_train,1,0,0,0,-3.341797,0.102539,0.013184,0.094238,0.028076,0.103760
501,5010.000000,burst_train,1,0,0,0,-3.194824,0.192627,0.012695,0.086670,0.025635,0.095215
502,5020.000000,burst_train,1,0,0,0,-3.054443,0.271484,-0.246338,0.391602,0.023438,0.087402
503,5030.000000,burst_train,0,0,0,0,-3.178711,0.652100,-0.570312,0.321289,0.121338,0.432861
504,5040.000000,burst_train,0,0,0,0,-3.621826,0.947266,-0.855713,0.257812,0.111572,0.398193
505,5050.000000,burst_train,0,0,0,1,-4.332764,0.000000,-1.107178,0.195557,0.102539,0.366211
506,5060.000000,burst_train,0,0,0,0,-5.266602,0.000000,-0.970215,0.185547,0.094238,0.336670
507,5070.000000,burst_train,0,0,0,0,-6.026123,0.000000,-0.850342,0.175781,0.086670,0.309570
508,5080.000000,burst_train,0,0,0,0,-6.635254,0.000000,-0.745117,0.166016,0.079590,0.284668
509,5090.000000,burst_train,0,0,0,0,-7.114746,0.000000,-0.652588,0.156738,0.072998,0.261719
510,5100.000000,burst_train,0,0,0,0,-7.482666,0.156738,-0.571533,0.147705,0.067139,0.240723
511,5110.000000,burst_train,0,0,0,0,-7.754639,0.298096,-0.500488,0.138916,0.061523,0.221436
512,5120.000000,burst_train,0,0,0,0,-7.944824,0.425049,-0.438232,0.130371,0.056396,0.203613
513,5130.000000,burst_train,0,0,0,0,-8.000000,0.538330,-0.383301,0.122070,0.051758,0.187256
514,5140.000000,burst_train,0,0,0,0,-8.000000,0.638672,-0.335205,0.114258,0.047607,0.172119
515,5150.000000,burst_train,0,0,0,0,-8.000000,0.727295,-0.293213,0.106934,0.043701,0.158203
516,5160.000000,burst_train,0,0,0,0,-7.972900,0.804932,-0.256592,0.099854,0.040039,0.145508
517,5170.000000,burst_train,0,0,0,0,-7.910400,0.872314,-0.224365,0.093262,0.036621,0.133789
518,5180.000000,burst_train,0,0,0,0,-7.818115,0.930420,-0.196045,0.086914,0.033447,0.123047
519,5190.000000,burst_train,0,1,0,0,-7.701172,0.979980,-0.171387,0.080811,0.030762,0.113037
520,5200.000000,burst_train,0,0,0,1,-7.564453,0.000000,-0.149658,0.075195,0.028076,0.103760
521,5210.000000,burst_train,0,0,0,0,-7.411377,0.000000,-0.130615,0.069824,0.025635,0.095215
522,5220.000000,burst_train,0,0,0,0,-7.245361,0.000000,-0.014160,0.414551,0.023438,0.087402
523,5230.000000,burst_train,0,0,0,0,-6.969482,0.000000,-0.007568,0.381836,0.121338,0.429932
524,5240.000000,burst_train,0,0,0,0,-6.698242,0.000000,-0.002197,0.351807,0.111572,0.395264
525,5250.000000,burst_train,0,0,0,0,-6.432373,0.351807,0.002197,0.323975,0.102539,0.363525
526,5260.000000,burst_train,0,0,0,0,-6.172852,0.661621,0.005859,0.298584,0.094238,0.334229
527,5270.000000,burst_train,0,0,0,0,-5.919922,0.933594,0.008545,0.275146,0.086670,0.307373
528,5280.000000,burst_train,0,0,0,1,-5.674561,0.000000,0.010498,0.253418,0.079590,0.282715
529,5290.000000,burst_train,0,0,0,0,-5.437012,0.000000,0.012207,0.233398,0.072998,0.260010
530,5300.000000,burst_train,0,0,0,0,-5.207275,0.000000,0.013428,0.214844,0.067139,0.239014
531,5310.000000,burst_train,0,0,0,0,-4.985596,0.000000,0.014160,0.197754,0.061523,0.219727
532,5320.000000,burst_train,0,0,0,0,-4.771973,0.000000,0.014648,0.182129,0.056396,0.201904
533,5330.000000,burst_train,0,0,0,0,-4.566406,0.182129,0.015137,0.167725,0.051758,0.185547
534,5340.000000,burst_train,0,0,0,0,-4.368652,0.342529,0.015137,0.154541,0.047607,0.170654
535,5350.000000,burst_train,0,0,0,0,-4.178711,0.483154,0.015137,0.142334,0.043701,0.156982
536,5360.000000,burst_train,0,0,0,0,-3.996338,0.605957,0.014893,0.130859,0.040039,0.144287
537,5370.000000,burst_train,0,0,0,0,-3.821533,0.712402,0.014404,0.120361,0.036621,0.132568
538,5380.000000,burst_train,0,0,0,0,-3.654297,0.804199,0.014160,0.110840,0.033447,0.121826
539,5390.000000,burst_train,1,1,0,0,-3.493896,0.882812,0.013672,0.102051,0.030762,0.112061
540,5400.000000,burst_train,1,0,0,0,-3.340576,0.949463,0.013184,0.093994,0.028076,0.103027
541,5410.000000,burst_train,1,0,0,1,-3.193848,0.000000,0.012695,0.086426,0.025635,0.094727
542,5420.000000,burst_train,1,0,0,0,-3.053467,0.000000,-0.246338,0.381104,0.023438,0.086914
543,5430.000000,burst_train,0,0,0,0,-3.177734,0.000000,-0.570312,0.305664,0.121338,0.428223
544,5440.000000,burst_train,0,0,0,0,-3.620850,0.000000,-0.855713,0.237793,0.111572,0.393799
545,5450.000000,burst_train,0,0,0,0,-4.331787,0.000000,-1.107178,0.178223,0.102539,0.362061
546,5460.000000,burst_train,0,0,0,0,-5.265625,0.178223,-0.970215,0.170166,0.094238,0.333008
547,5470.000000,burst_train,0,0,0,0,-6.025146,0.341064,-0.850342,0.161865,0.086670,0.306152
548,5480.000000,burst_train,0,0,0,0,-6.634277,0.489258,-0.745117,0.153564,0.079590,0.281494
549,5490.000000,burst_train,0,0,0,0,-7.113770,0.623047,-0.652588,0.145508,0.072998,0.258789
550,5500.000000,burst_train,0,0,0,0,-7.481689,0.743408,-0.571533,0.137451,0.067139,0.238037
551,5510.000000,burst_train,0,0,0,0,-7.753906,0.851074,-0.500488,0.129639,0.061523,0.218750
552,5520.000000,burst_train,0,0,0,0,-7.944092,0.946533,-0.438232,0.122314,0.056396,0.201172
553,5530.000000,burst_train,0,0,0,1,-8.000000,0.000000,-0.383301,0.114990,0.051758,0.185059
554,5540.000000,burst_train,0,0,0,0,-8.000000,0.000000,-0.335205,0.108154,0.047607,0.170166
555,5550.000000,burst_train,0,0,0,0,-8.000000,0.000000,-0.293213,0.101318,0.043701,0.156494
556,5560.000000,burst_train,0,0,0,0,-7.972900,0.000000,-0.256592,0.094727,0.040039,0.143799
557,5570.000000,burst_train,0,0,0,0,-7.910400,0.000000,-0.224365,0.088623,0.036621,0.132080
558,5580.000000,burst_train,0,0,0,0,-7.818115,0.088623,-0.196045,0.083008,0.033447,0.121338
559,5590.000000,burst_train,0,1,0,0,-7.701172,0.167969,-0.171387,0.077637,0.030762,0.111572
560,5600.000000,burst_train,0,0,0,0,-7.564453,0.238770,-0.149658,0.072510,0.028076,0.102539
561,5610.000000,burst_train,0,0,0,0,-7.411377,0.301514,-0.130615,0.067627,0.025635,0.094238
562,5620.000000,burst_train,0,0,0,0,-7.245361,0.356934,-0.014160,0.411865,0.023438,0.086670
563,5630.000000,burst_train,0,0,0,0,-6.969482,0.754395,-0.007568,0.379639,0.121338,0.428467
564,5640.000000,burst_train,0,0,0,1,-6.698242,0.000000,-0.002197,0.349854,0.111572,0.394043
565,5650.000000,burst_train,0,0,0,0,-6.432373,0.000000,0.002197,0.322510,0.102539,0.362305
566,5660.000000,burst_train,0,0,0,0,-6.172852,0.000000,0.005859,0.297119,0.094238,0.333252
567,5670.000000,burst_train,0,0,0,0,-5.919922,0.000000,0.008545,0.273682,0.086670,0.306396
568,5680.000000,burst_train,0,0,0,0,-5.674561,0.000000,0.010498,0.251953,0.079590,0.281738
569,5690.000000,burst_train,0,0,0,0,-5.437012,0.251953,0.012207,0.232178,0.072998,0.259033
570,5700.000000,burst_train,0,0,0,0,-5.207275,0.473877,0.013428,0.213867,0.067139,0.238281
571,5710.000000,burst_train,0,0,0,0,-4.985596,0.668701,0.014160,0.197021,0.061523,0.218994
572,5720.000000,burst_train,0,0,0,0,-4.771973,0.838867,0.014648,0.181396,0.056396,0.201416
573,5730.000000,burst_train,0,0,0,0,-4.566406,0.986572,0.015137,0.166992,0.051758,0.185059
574,5740.000000,burst_train,0,0,0,1,-4.368652,0.000000,0.015137,0.153809,0.047607,0.170166
575,5750.000000,burst_train,0,0,0,0,-4.178711,0.000000,0.015137,0.141602,0.043701,0.156494
576,5760.000000,burst_train,0,0,0,0,-3.996338,0.000000,0.014893,0.130371,0.040039,0.143799
577,5770.000000,burst_train,0,0,0,0,-3.821533,0.000000,0.014404,0.119873,0.036621,0.132080
578,5780.000000,burst_train,0,0,0,0,-3.654297,0.000000,0.014160,0.110352,0.033447,0.121338
579,5790.000000,burst_train,1,1,0,0,-3.493896,0.110352,0.013672,0.101562,0.030762,0.111572
580,5800.000000,burst_train,1,0,0,0,-3.340576,0.207275,0.013184,0.093506,0.028076,0.102539
581,5810.000000,burst_train,1,0,0,0,-3.193848,0.292480,0.012695,0.086182,0.025635,0.094238
582,5820.000000,burst_train,1,0,0,0,-3.053467,0.366943,-0.246338,0.372803,0.023438,0.086670
583,5830.000000,burst_train,0,0,0,0,-3.177734,0.724854,-0.570312,0.290283,0.121338,0.427979
584,5840.000000,burst_train,0,0,0,0,-3.620850,0.986084,-0.855713,0.216064,0.111572,0.393555
585,5850.000000,burst_train,0,0,0,1,-4.331787,0.000000,-1.107178,0.144775,0.102539,0.361816
586,5860.000000,burst_train,0,0,0,0,-5.265625,0.000000,-0.970215,0.140625,0.094238,0.332764
587,5870.000000,burst_train,0,0,0,0,-6.025146,0.000000,-0.850342,0.135986,0.086670,0.305908
588,5880.000000,burst_train,0,0,0,0,-6.634277,0.000000,-0.745117,0.130859,0.079590,0.281250
589,5890.000000,burst_train,0,0,0,0,-7.113770,0.000000,-0.652588,0.125488,0.072998,0.258545
590,5900.000000,burst_train,0,0,0,0,-7.481689,0.125488,-0.571533,0.120117,0.067139,0.237793
591,5910.000000,burst_train,0,0,0,0,-7.753906,0.240479,-0.500488,0.114502,0.061523,0.218750
592,5920.000000,burst_train,0,0,0,0,-7.944092,0.345215,-0.438232,0.108887,0.056396,0.201172
593,5930.000000,burst_train,0,0,0,0,-8.000000,0.440186,-0.383301,0.103271,0.051758,0.185059
594,5940.000000,burst_train,0,0,0,0,-8.000000,0.525635,-0.335205,0.097656,0.047607,0.170166
595,5950.000000,burst_train,0,0,0,0,-8.000000,0.602051,-0.293213,0.092041,0.043701,0.156494
596,5960.000000,burst_train,0,0,0,0,-7.972900,0.669922,-0.256592,0.086670,0.040039,0.143799
597,5970.000000,burst_train,0,0,0,0,-7.910400,0.729736,-0.224365,0.081543,0.036621,0.132080
598,5980.000000,burst_train,0,0,0,0,-7.818115,0.781982,-0.196045,0.076660,0.033447,0.121338
599,5990.000000,burst_train,0,1,0,0,-7.701172,0.827148,-0.171387,0.072021,0.030762,0.111572
600,6000.000000,burst_train,0,0,0,0,-7.564453,0.865967,-0.149658,0.067627,0.028076,0.102539
601,6010.000000,burst_train,0,0,0,0,-7.411377,0.898682,-0.130615,0.063477,0.025635,0.094238
602,6020.000000,burst_train,0,0,0,0,-7.245361,0.926025,-0.014160,0.405029,0.023438,0.086670
603,6030.000000,burst_train,0,0,0,1,-6.969482,0.000000,-0.007568,0.373291,0.121338,0.425293
604,6040.000000,burst_train,0,0,0,0,-6.698242,0.000000,-0.002197,0.343994,0.111572,0.391113
605,6050.000000,burst_train,0,0,0,0,-6.432373,0.000000,0.002197,0.317139,0.102539,0.359619
606,6060.000000,burst_train,0,0,0,0,-6.172852,0.000000,0.005859,0.292236,0.094238,0.330811
607,6070.000000,burst_train,0,0,0,0,-5.919922,0.000000,0.008545,0.269287,0.086670,0.304199
608,6080.000000,burst_train,0,0,0,0,-5.674561,0.269287,0.010498,0.248291,0.079590,0.279785
609,6090.000000,burst_train,0,0,0,0,-5.437012,0.506592,0.012207,0.228760,0.072998,0.257324
610,6100.000000,burst_train,0,0,0,0,-5.207275,0.714844,0.013428,0.210693,0.067139,0.236572
611,6110.000000,burst_train,0,0,0,0,-4.985596,0.896729,0.014160,0.194092,0.061523,0.217529
612,6120.000000,burst_train,0,0,0,1,-4.771973,0.000000,0.014648,0.178711,0.056396,0.199951
613,6130.000000,burst_train,0,0,0,0,-4.566406,0.000000,0.015137,0.164551,0.051758,0.183838
614,6140.000000,burst_train,0,0,0,0,-4.368652,0.000000,0.015137,0.151611,0.047607,0.168945
615,6150.000000,burst_train,0,0,0,0,-4.178711,0.000000,0.015137,0.139648,0.043701,0.155273
616,6160.000000,burst_train,0,0,0,0,-3.996338,0.000000,0.014893,0.128662,0.040039,0.142822
617,6170.000000,burst_train,0,0,0,0,-3.821533,0.128662,0.014404,0.118408,0.036621,0.131348
618,6180.000000,burst_train,0,0,0,0,-3.654297,0.241699,0.014160,0.109131,0.033447,0.120605
619,6190.000000,burst_train,1,1,0,0,-3.493896,0.341064,0.013672,0.100342,0.030762,0.110840
620,6200.000000,burst_train,1,0,0,0,-3.340576,0.427734,0.013184,0.092285,0.028076,0.101807
621,6210.000000,burst_train,1,0,0,0,-3.193848,0.502686,0.012695,0.084961,0.025635,0.093506
622,6220.000000,burst_train,1,0,0,0,-3.053467,0.567383,-0.246338,0.363770,0.023438,0.085938
623,6230.000000,burst_train,0,0,0,0,-3.177734,0.908203,-0.570312,0.276123,0.121338,0.425537
624,6240.000000,burst_train,0,0,0,1,-3.620850,0.000000,-0.855713,0.197510,0.111572,0.391357
625,6250.000000,burst_train,0,0,0,0,-4.331787,0.000000,-1.107178,0.122803,0.102539,0.359863
626,6260.000000,burst_train,0,0,0,0,-5.265625,0.000000,-0.970215,0.121338,0.094238,0.330811
627,6270.000000,burst_train,0,0,0,0,-6.025146,0.000000,-0.850342,0.118896,0.086670,0.304199
628,6280.000000,burst_train,0,0,0,0,-6.634277,0.000000,-0.745117,0.115967,0.079590,0.279785
629,6290.000000,burst_train,0,0,0,0,-7.113770,0.115967,-0.652588,0.112305,0.072998,0.257324
630,6300.000000,burst_train,0,0,0,0,-7.481689,0.223389,-0.571533,0.108398,0.067139,0.236572
631,6310.000000,burst_train,0,0,0,0,-7.753906,0.322754,-0.500488,0.104004,0.061523,0.217529
632,6320.000000,burst_train,0,0,0,0,-7.944092,0.413818,-0.438232,0.099609,0.056396,0.199951
633,6330.000000,burst_train,0,0,0,0,-8.000000,0.496826,-0.383301,0.094971,0.051758,0.183838
634,6340.000000,burst_train,0,0,0,0,-8.000000,0.571777,-0.335205,0.090332,0.047607,0.168945
635,6350.000000,burst_train,0,0,0,0,-8.000000,0.639160,-0.293213,0.085693,0.043701,0.155273
636,6360.000000,burst_train,0,0,0,0,-7.972900,0.699219,-0.256592,0.081299,0.040039,0.142822
637,6370.000000,burst_train,0,0,0,0,-7.910400,0.752441,-0.224365,0.076660,0.036621,0.131348
638,6380.000000,burst_train,0,0,0,0,-7.818115,0.798828,-0.196045,0.072266,0.033447,0.120605
639,6390.000000,burst_train,0,1,0,0,-7.701172,0.838867,-0.171387,0.067871,0.030762,0.110840
640,6400.000000,burst_train,0,0,0,0,-7.564453,0.873047,-0.149658,0.063721,0.028076,0.101807
641,6410.000000,burst_train,0,0,0,0,-7.411377,0.901611,-0.130615,0.059814,0.025635,0.093506
642,6420.000000,burst_train,0,0,0,0,-7.245361,0.925293,-0.014160,0.400879,0.023438,0.085938
643,6430.000000,burst_train,0,0,0,1,-6.969482,0.000000,-0.007568,0.369629,0.121338,0.423828
644,6440.000000,burst_train,0,0,0,0,-6.698242,0.000000,-0.002197,0.340820,0.111572,0.389648
645,6450.000000,burst_train,0,0,0,0,-6.432373,0.000000,0.002197,0.314209,0.102539,0.358398
646,6460.000000,burst_train,0,0,0,0,-6.172852,0.000000,0.005859,0.289551,0.094238,0.329590
647,6470.000000,burst_train,0,0,0,0,-5.919922,0.000000,0.008545,0.266846,0.086670,0.302979
648,6480.000000,burst_train,0,0,0,0,-5.674561,0.266846,0.010498,0.245850,0.079590,0.278564
649,6490.000000,burst_train,0,0,0,0,-5.437012,0.501953,0.012207,0.226562,0.072998,0.256104
650,6500.000000,burst_train,0,0,0,0,-5.207275,0.708252,0.013428,0.208740,0.067139,0.235352
651,6510.000000,burst_train,0,0,0,0,-4.985596,0.888428,0.014160,0.192383,0.061523,0.216309
652,6520.000000,burst_train,0,0,0,1,-4.771973,0.000000,0.014648,0.177246,0.056396,0.198975
653,6530.000000,burst_train,0,0,0,0,-4.566406,0.000000,0.015137,0.163330,0.051758,0.182861
654,6540.000000,burst_train,0,0,0,0,-4.368652,0.000000,0.015137,0.150391,0.047607,0.168213
655,6550.000000,burst_train,0,0,0,0,-4.178711,0.000000,0.015137,0.138672,0.043701,0.154541
656,6560.000000,burst_train,0,0,0,0,-3.996338,0.000000,0.014893,0.127686,0.040039,0.142090
657,6570.000000,burst_train,0,0,0,0,-3.821533,0.127686,0.014404,0.117676,0.036621,0.130615
658,6580.000000,burst_train,0,0,0,0,-3.654297,0.240234,0.014160,0.108398,0.033447,0.120117
659,6590.000000,burst_train,1,1,0,0,-3.493896,0.338867,0.013672,0.099609,0.030762,0.110352
660,6600.000000,burst_train,1,0,0,0,-3.340576,0.424805,0.013184,0.091553,0.028076,0.101318
661,6610.000000,burst_train,1,0,0,0,-3.193848,0.499268,0.012695,0.084229,0.025635,0.093018
662,6620.000000,burst_train,1,0,0,0,-3.053467,0.563477,-0.246338,0.359619,0.023438,0.085449
663,6630.000000,burst_train,0,0,0,0,-3.177734,0.900391,-0.570312,0.269287,0.121338,0.424561
664,6640.000000,burst_train,0,0,0,1,-3.620850,0.000000,-0.855713,0.188477,0.111572,0.390381
665,6650.000000,burst_train,0,0,0,0,-4.331787,0.000000,-1.107178,0.112061,0.102539,0.358887
666,6660.000000,burst_train,0,0,0,0,-5.265625,0.000000,-0.970215,0.111816,0.094238,0.330078
667,6670.000000,burst_train,0,0,0,0,-6.025146,0.000000,-0.850342,0.110596,0.086670,0.303467
668,6680.000000,burst_train,0,0,0,0,-6.634277,0.000000,-0.745117,0.108398,0.079590,0.279053
669,6690.000000,burst_train,0,0,0,0,-7.113770,0.108398,-0.652588,0.105469,0.072998,0.256592
670,6700.000000,burst_train,0,0,0,0,-7.481689,0.209473,-0.571533,0.102295,0.067139,0.235840
671,6710.000000,burst_train,0,0,0,0,-7.753906,0.303223,-0.500488,0.098633,0.061523,0.216797
672,6720.000000,burst_train,0,0,0,0,-7.944092,0.389648,-0.438232,0.094727,0.056396,0.199219
673,6730.000000,burst_train,0,0,0,0,-8.000000,0.468750,-0.383301,0.090576,0.051758,0.183105
674,6740.000000,burst_train,0,0,0,0,-8.000000,0.540527,-0.335205,0.086426,0.047607,0.168213
675,6750.000000,burst_train,0,0,0,0,-8.000000,0.605225,-0.293213,0.082275,0.043701,0.154541
676,6760.000000,burst_train,0,0,0,0,-7.972900,0.663086,-0.256592,0.078125,0.040039,0.142090
677,6770.000000,burst_train,0,0,0,0,-7.910400,0.714600,-0.224365,0.073975,0.036621,0.130615
678,6780.000000,burst_train,0,0,0,0,-7.818115,0.759766,-0.196045,0.069824,0.033447,0.120117
679,6790.000000,burst_train,0,1,0,0,-7.701172,0.799072,-0.171387,0.065674,0.030762,0.110352
680,6800.000000,burst_train,0,0,0,0,-7.564453,0.832520,-0.149658,0.061768,0.028076,0.101318
681,6810.000000,burst_train,0,0,0,0,-7.411377,0.860840,-0.130615,0.058105,0.025635,0.093018
682,6820.000000,burst_train,0,0,0,0,-7.245361,0.884277,-0.014160,0.398926,0.023438,0.085449
683,6830.000000,burst_train,0,0,0,1,-6.969482,0.000000,-0.007568,0.367920,0.121338,0.422852
684,6840.000000,burst_train,0,0,0,0,-6.698242,0.000000,-0.002197,0.339355,0.111572,0.388916
685,6850.000000,burst_train,0,0,0,0,-6.432373,0.000000,0.002197,0.312988,0.102539,0.357666
686,6860.000000,burst_train,0,0,0,0,-6.172852,0.000000,0.005859,0.288574,0.094238,0.328857
687,6870.000000,burst_train,0,0,0,0,-5.919922,0.000000,0.008545,0.265869,0.086670,0.302490
688,6880.000000,burst_train,0,0,0,0,-5.674561,0.265869,0.010498,0.245117,0.079590,0.278076
689,6890.000000,burst_train,0,0,0,0,-5.437012,0.500244,0.012207,0.226074,0.072998,0.255615
690,6900.000000,burst_train,0,0,0,0,-5.207275,0.706055,0.013428,0.208252,0.067139,0.235107
691,6910.000000,burst_train,0,0,0,0,-4.985596,0.885986,0.014160,0.191895,0.061523,0.216064
692,6920.000000,burst_train,0,0,0,1,-4.771973,0.000000,0.014648,0.176758,0.056396,0.198730
693,6930.000000,burst_train,0,0,0,0,-4.566406,0.000000,0.015137,0.162842,0.051758,0.182617
694,6940.000000,burst_train,0,0,0,0,-4.368652,0.000000,0.015137,0.149902,0.047607,0.167969
695,6950.000000,burst_train,0,0,0,0,-4.178711,0.000000,0.015137,0.138184,0.043701,0.154297
696,6960.000000,burst_train,0,0,0,0,-3.996338,0.000000,0.014893,0.127197,0.040039,0.141846
697,6970.000000,burst_train,0,0,0,0,-3.821533,0.127197,0.014404,0.117188,0.036621,0.130371
698,6980.000000,burst_train,0,0,0,0,-3.654297,0.239258,0.014160,0.107910,0.033447,0.119873
699,6990.000000,burst_train,1,1,0,0,-3.493896,0.337402,0.013672,0.099365,0.030762,0.110107
700,7000.000000,burst_train,1,0,0,0,-3.340576,0.423096,0.013184,0.091309,0.028076,0.101074
701,7010.000000,burst_train,1,0,0,0,-3.193848,0.497314,0.012695,0.083984,0.025635,0.092773
702,7020.000000,burst_train,1,0,0,0,-3.053467,0.561279,-0.246338,0.356445,0.023438,0.085205
703,7030.000000,burst_train,0,0,0,0,-3.177734,0.895020,-0.570312,0.263916,0.121338,0.424072
704,7040.000000,burst_train,0,0,0,1,-3.620850,0.000000,-0.855713,0.181152,0.111572,0.389893
705,7050.000000,burst_train,0,0,0,0,-4.331787,0.000000,-1.107178,0.103027,0.102539,0.358643
706,7060.000000,burst_train,0,0,0,0,-5.265625,0.000000,-0.970215,0.103760,0.094238,0.329834
707,7070.000000,burst_train,0,0,0,0,-6.025146,0.000000,-0.850342,0.103516,0.086670,0.303223
708,7080.000000,burst_train,0,0,0,0,-6.634277,0.000000,-0.745117,0.102295,0.079590,0.278809
709,7090.000000,burst_train,0,0,0,0,-7.113770,0.102295,-0.652588,0.100098,0.072998,0.256348
710,7100.000000,burst_train,0,0,0,0,-7.481689,0.198242,-0.571533,0.097412,0.067139,0.235596
711,7110.000000,burst_train,0,0,0,0,-7.753906,0.287598,-0.500488,0.094238,0.061523,0.216553
712,7120.000000,burst_train,0,0,0,0,-7.944092,0.370117,-0.438232,0.090820,0.056396,0.198975
713,7130.000000,burst_train,0,0,0,0,-8.000000,0.446045,-0.383301,0.087402,0.051758,0.182861
714,7140.000000,burst_train,0,0,0,0,-8.000000,0.515381,-0.335205,0.083496,0.047607,0.168213
715,7150.000000,burst_train,0,0,0,0,-8.000000,0.578125,-0.293213,0.079590,0.043701,0.154541
716,7160.000000,burst_train,0,0,0,0,-7.972900,0.634521,-0.256592,0.075684,0.040039,0.142090
717,7170.000000,burst_train,0,0,0,0,-7.910400,0.684570,-0.224365,0.072021,0.036621,0.130615
718,7180.000000,burst_train,0,0,0,0,-7.818115,0.729004,-0.196045,0.068115,0.033447,0.120117
719,7190.000000,burst_train,0,1,0,0,-7.701172,0.767822,-0.171387,0.064209,0.030762,0.110352
720,7200.000000,burst_train,0,0,0,0,-7.564453,0.801270,-0.149658,0.060547,0.028076,0.101318
721,7210.000000,burst_train,0,0,0,0,-7.411377,0.829590,-0.130615,0.056885,0.025635,0.093018
722,7220.000000,burst_train,0,0,0,0,-7.245361,0.853027,-0.014160,0.397461,0.023438,0.085449
723,7230.000000,burst_train,0,0,0,1,-6.969482,0.000000,-0.007568,0.366699,0.121338,0.422363
724,7240.000000,burst_train,0,0,0,0,-6.698242,0.000000,-0.002197,0.338135,0.111572,0.388428
725,7250.000000,burst_train,0,0,0,0,-6.432373,0.000000,0.002197,0.311768,0.102539,0.357178
726,7260.000000,burst_train,0,0,0,0,-6.172852,0.000000,0.005859,0.287598,0.094238,0.328369
727,7270.000000,burst_train,0,0,0,0,-5.919922,0.000000,0.008545,0.265137,0.086670,0.302002
728,7280.000000,burst_train,0,0,0,0,-5.674561,0.265137,0.010498,0.244385,0.079590,0.277588
729,7290.000000,burst_train,0,0,0,0,-5.437012,0.498779,0.012207,0.225342,0.072998,0.255127
730,7300.000000,burst_train,0,0,0,0,-5.207275,0.704102,0.013428,0.207764,0.067139,0.234619
731,7310.000000,burst_train,0,0,0,0,-4.985596,0.883545,0.014160,0.191406,0.061523,0.215820
732,7320.000000,burst_train,0,0,0,1,-4.771973,0.000000,0.014648,0.176270,0.056396,0.198486
733,7330.000000,burst_train,0,0,0,0,-4.566406,0.000000,0.015137,0.162598,0.051758,0.182373
734,7340.000000,burst_train,0,0,0,0,-4.368652,0.000000,0.015137,0.149658,0.047607,0.167725
735,7350.000000,burst_train,0,0,0,0,-4.178711,0.000000,0.015137,0.137939,0.043701,0.154053
736,7360.000000,burst_train,0,0,0,0,-3.996338,0.000000,0.014893,0.126953,0.040039,0.141602
737,7370.000000,burst_train,0,0,0,0,-3.821533,0.126953,0.014404,0.116943,0.036621,0.130127
738,7380.000000,burst_train,0,0,0,0,-3.654297,0.238770,0.014160,0.107666,0.033447,0.119629
739,7390.000000,burst_train,1,1,0,0,-3.493896,0.336670,0.013672,0.099121,0.030762,0.109863
740,7400.000000,burst_train,1,0,0,0,-3.340576,0.422119,0.013184,0.091064,0.028076,0.100830
741,7410.000000,burst_train,1,0,0,0,-3.193848,0.496094,0.012695,0.083740,0.025635,0.092529
742,7420.000000,burst_train,1,0,0,0,-3.053467,0.559814,-0.246338,0.353027,0.023438,0.084961
743,7430.000000,burst_train,0,0,0,0,-3.177734,0.890381,-0.570312,0.258301,0.121338,0.423340
744,7440.000000,burst_train,0,0,0,1,-3.620850,0.000000,-0.855713,0.173584,0.111572,0.389404
745,7450.000000,burst_train,0,0,0,0,-4.331787,0.000000,-1.107178,0.093506,0.102539,0.358154
746,7460.000000,burst_train,0,0,0,0,-5.265625,0.000000,-0.970215,0.095459,0.094238,0.329346
747,7470.000000,burst_train,0,0,0,0,-6.025146,0.000000,-0.850342,0.095947,0.086670,0.302734
748,7480.000000,burst_train,0,0,0,0,-6.634277,0.000000,-0.745117,0.095459,0.079590,0.278320
749,7490.000000,burst_train,0,0,0,0,-7.113770,0.095459,-0.652588,0.094238,0.072998,0.255859
750,7500.000000,burst_train,0,0,0,0,-7.481689,0.185791,-0.571533,0.092285,0.067139,0.235352
751,7510.000000,burst_train,0,0,0,0,-7.753906,0.270508,-0.500488,0.090088,0.061523,0.216309
752,7520.000000,burst_train,0,0,0,0,-7.944092,0.349609,-0.438232,0.087158,0.056396,0.198975
753,7530.000000,burst_train,0,0,0,0,-8.000000,0.422607,-0.383301,0.084229,0.051758,0.182861
754,7540.000000,burst_train,0,0,0,0,-8.000000,0.489746,-0.335205,0.080811,0.047607,0.168213
755,7550.000000,burst_train,0,0,0,0,-8.000000,0.550781,-0.293213,0.077393,0.043701,0.154541
756,7560.000000,burst_train,0,0,0,0,-7.972900,0.605957,-0.256592,0.073730,0.040039,0.142090
757,7570.000000,burst_train,0,0,0,0,-7.910400,0.655273,-0.224365,0.070068,0.036621,0.130615
758,7580.000000,burst_train,0,0,0,0,-7.818115,0.698975,-0.196045,0.066406,0.033447,0.120117
759,7590.000000,burst_train,0,1,0,0,-7.701172,0.737305,-0.171387,0.062744,0.030762,0.110352
